"mlg_id","chd_id","rcs_id"
"1000","20","2"
"1001","20","3"
"1002","20","7"
"1003","20","10"
"1004","20","13"
"1005","20","15"
"1006","20","18"
"1007","20","21"
"1008","20","31"
"1009","20","35"
"1010","20","37"
"1011","23","3"
"1012","23","7"
"1013","23","37"
"1014","24","2"
"1015","24","3"
"1016","24","7"
"1017","24","13"
"1018","24","15"
"1019","24","18"
"1020","24","21"
"1021","24","27"
"1022","24","31"
"1023","24","33"
"1024","24","35"
"1025","24","37"
"1026","24","45"
"1027","24","47"
"1028","25","2"
"1029","25","3"
"1030","25","7"
"1031","25","13"
"1032","25","15"
"1033","25","18"
"1034","25","21"
"1035","25","27"
"1036","25","31"
"1037","25","33"
"1038","25","35"
"1039","25","37"
"1040","25","39"
"1041","25","43"
"1042","25","46"
"1043","25","47"
"1044","30","2"
"1045","30","3"
"1046","30","7"
"1047","30","13"
"1048","30","15"
"1049","30","18"
"1050","30","21"
"1051","30","31"
"1052","30","35"
"1053","30","37"
"1054","31","3"
"1055","31","7"
"1056","31","21"
"1057","31","37"
"1058","32","3"
"1059","32","7"
"1060","32","21"
"1061","32","37"
"1062","33","2"
"1063","33","3"
"1064","33","7"
"1065","33","13"
"1066","33","15"
"1067","33","18"
"1068","33","21"
"1069","33","27"
"1070","33","31"
"1071","33","35"
"1072","33","37"
"1073","33","43"
"1074","33","46"
"1075","33","47"
"1076","33","68"
"1077","33","69"
"1078","35","3"
"1079","35","7"
"1080","35","21"
"1081","35","37"
"1082","36","2"
"1083","36","3"
"1084","36","7"
"1085","36","10"
"1086","36","13"
"1087","36","15"
"1088","36","21"
"1089","36","27"
"1090","36","31"
"1091","36","35"
"1092","36","37"
"1093","37","2"
"1094","37","3"
"1095","37","7"
"1096","37","10"
"1097","37","13"
"1098","37","15"
"1099","37","21"
"1100","37","27"
"1101","37","31"
"1102","37","35"
"1103","37","37"
"1104","40","2"
"1105","40","3"
"1106","40","7"
"1107","40","10"
"1108","40","13"
"1109","40","15"
"1110","40","18"
"1111","40","21"
"1112","40","27"
"1113","40","31"
"1114","40","35"
"1115","40","37"
"1116","40","43"
"1117","40","46"
"1118","40","47"
"1119","40","68"
"1120","40","69"
"1121","42","3"
"1122","42","7"
"1123","42","18"
"1124","42","21"
"1125","42","31"
"1126","42","37"
"1127","42","38"
"1128","42","41"
"1129","42","44"
"1130","42","46"
"1131","43","3"
"1132","43","7"
"1133","43","18"
"1134","43","21"
"1135","43","31"
"1136","43","37"
"1137","43","38"
"1138","43","41"
"1139","43","44"
"1140","43","46"
"1141","45","2"
"1142","45","3"
"1143","45","7"
"1144","45","13"
"1145","45","15"
"1146","45","27"
"1147","45","31"
"1148","45","35"
"1149","45","37"
"1150","46","2"
"1151","46","3"
"1152","46","7"
"1153","46","13"
"1154","46","15"
"1155","46","27"
"1156","46","31"
"1157","46","35"
"1158","46","37"
"1159","49","2"
"1160","49","3"
"1161","49","7"
"1162","49","13"
"1163","49","15"
"1164","49","31"
"1165","49","37"
"1166","52","3"
"1167","52","7"
"1168","52","37"
"1169","54","2"
"1170","54","3"
"1171","54","7"
"1172","54","10"
"1173","54","13"
"1174","54","15"
"1175","54","18"
"1176","54","21"
"1177","54","27"
"1178","54","31"
"1179","54","35"
"1180","54","37"
"1181","54","38"
"1182","54","41"
"1183","54","46"
"1184","56","2"
"1185","56","3"
"1186","56","7"
"1187","56","13"
"1188","56","15"
"1189","56","18"
"1190","56","21"
"1191","56","27"
"1192","56","31"
"1193","56","33"
"1194","56","35"
"1195","56","37"
"1196","56","39"
"1197","56","43"
"1198","56","45"
"1199","56","46"
"1200","56","47"
"1201","56","68"
"1202","56","69"
"1203","60","2"
"1204","60","3"
"1205","60","7"
"1206","60","10"
"1207","60","13"
"1208","60","15"
"1209","60","21"
"1210","60","27"
"1211","60","31"
"1212","60","35"
"1213","60","37"
"1214","61","3"
"1215","61","7"
"1216","61","21"
"1217","61","31"
"1218","61","37"
"1219","62","2"
"1220","62","3"
"1221","62","7"
"1222","62","10"
"1223","62","13"
"1224","62","15"
"1225","62","21"
"1226","62","27"
"1227","62","31"
"1228","62","35"
"1229","62","37"
"1230","62","68"
"1231","62","69"
"1232","63","2"
"1233","63","3"
"1234","63","7"
"1235","63","10"
"1236","63","13"
"1237","63","15"
"1238","63","21"
"1239","63","27"
"1240","63","31"
"1241","63","35"
"1242","63","37"
"1243","64","2"
"1244","64","3"
"1245","64","7"
"1246","64","13"
"1247","64","15"
"1248","64","21"
"1249","64","27"
"1250","64","35"
"1251","64","37"
"1252","64","38"
"1253","64","41"
"1254","64","44"
"1255","65","2"
"1256","65","3"
"1257","65","7"
"1258","65","13"
"1259","65","15"
"1260","65","18"
"1261","65","21"
"1262","65","27"
"1263","65","31"
"1264","65","33"
"1265","65","35"
"1266","65","37"
"1267","65","39"
"1268","65","43"
"1269","65","45"
"1270","65","46"
"1271","65","47"
"1272","65","68"
"1273","65","69"
"1274","66","2"
"1275","66","3"
"1276","66","7"
"1277","66","13"
"1278","66","15"
"1279","66","18"
"1280","66","21"
"1281","66","27"
"1282","66","31"
"1283","66","33"
"1284","66","35"
"1285","66","37"
"1286","66","39"
"1287","66","43"
"1288","66","45"
"1289","66","46"
"1290","66","47"
"1291","66","68"
"1292","66","69"
"1293","71","2"
"1294","71","3"
"1295","71","7"
"1296","71","13"
"1297","71","15"
"1298","71","21"
"1299","71","27"
"1300","71","31"
"1301","71","35"
"1302","71","37"
"1303","72","2"
"1304","72","3"
"1305","72","7"
"1306","72","13"
"1307","72","15"
"1308","72","21"
"1309","72","27"
"1310","72","31"
"1311","72","35"
"1312","72","37"
"1313","81","3"
"1314","81","7"
"1315","81","13"
"1316","81","15"
"1317","81","18"
"1318","81","21"
"1319","81","27"
"1320","81","35"
"1321","81","37"
"1322","83","3"
"1323","83","7"
"1324","83","10"
"1325","83","21"
"1326","83","27"
"1327","83","35"
"1328","83","37"
"1329","84","3"
"1330","84","7"
"1331","84","10"
"1332","84","21"
"1333","84","27"
"1334","84","35"
"1335","84","37"
"1336","85","2"
"1337","85","3"
"1338","85","7"
"1339","85","13"
"1340","85","15"
"1341","85","18"
"1342","85","21"
"1343","85","27"
"1344","85","31"
"1345","85","35"
"1346","85","37"
"1347","85","46"
"1348","86","2"
"1349","86","3"
"1350","86","7"
"1351","86","10"
"1352","86","13"
"1353","86","15"
"1354","86","21"
"1355","86","27"
"1356","86","31"
"1357","86","35"
"1358","86","37"
"1359","87","2"
"1360","87","3"
"1361","87","7"
"1362","87","10"
"1363","87","13"
"1364","87","15"
"1365","87","21"
"1366","87","27"
"1367","87","31"
"1368","87","35"
"1369","87","37"
"1370","88","3"
"1371","88","7"
"1372","88","21"
"1373","88","37"
"1374","92","3"
"1375","92","7"
"1376","92","21"
"1377","92","37"
"1378","99","2"
"1379","99","3"
"1380","99","7"
"1381","99","13"
"1382","99","15"
"1383","99","18"
"1384","99","19"
"1385","99","21"
"1386","99","27"
"1387","99","31"
"1388","99","35"
"1389","99","37"
"1390","99","38"
"1391","99","41"
"1392","99","43"
"1393","99","44"
"1394","99","46"
"1395","99","47"
"1396","99","68"
"1397","99","69"
"1398","99","76"
"1399","99","86"
"1400","99","99"
"1401","99","101"
"1402","100","2"
"1403","100","3"
"1404","100","7"
"1405","100","10"
"1406","100","13"
"1407","100","15"
"1408","100","18"
"1409","100","21"
"1410","100","27"
"1411","100","31"
"1412","100","35"
"1413","100","37"
"1414","101","2"
"1415","101","3"
"1416","101","7"
"1417","101","10"
"1418","101","13"
"1419","101","15"
"1420","101","18"
"1421","101","21"
"1422","101","27"
"1423","101","37"
"1424","101","41"
"1425","106","2"
"1426","106","3"
"1427","106","7"
"1428","106","10"
"1429","106","13"
"1430","106","15"
"1431","106","18"
"1432","106","21"
"1433","106","27"
"1434","106","31"
"1435","106","33"
"1436","106","35"
"1437","106","37"
"1438","106","46"
"1439","106","47"
"1440","106","68"
"1441","106","69"
"1442","107","2"
"1443","107","3"
"1444","107","7"
"1445","107","13"
"1446","107","15"
"1447","107","18"
"1448","107","21"
"1449","107","27"
"1450","107","31"
"1451","107","33"
"1452","107","35"
"1453","107","37"
"1454","107","39"
"1455","107","45"
"1456","107","46"
"1457","107","47"
"1458","108","2"
"1459","108","3"
"1460","108","7"
"1461","108","13"
"1462","108","15"
"1463","108","18"
"1464","108","21"
"1465","108","27"
"1466","108","31"
"1467","108","33"
"1468","108","35"
"1469","108","37"
"1470","108","39"
"1471","108","45"
"1472","108","46"
"1473","108","47"
"1474","110","2"
"1475","110","3"
"1476","110","7"
"1477","110","10"
"1478","110","13"
"1479","110","15"
"1480","110","21"
"1481","110","27"
"1482","110","31"
"1483","110","35"
"1484","110","37"
"1485","111","3"
"1486","111","7"
"1487","111","21"
"1488","111","37"
"1489","112","2"
"1490","112","3"
"1491","112","7"
"1492","112","13"
"1493","112","15"
"1494","112","18"
"1495","112","19"
"1496","112","21"
"1497","112","27"
"1498","112","31"
"1499","112","35"
"1500","112","37"
"1501","112","38"
"1502","112","41"
"1503","112","43"
"1504","112","44"
"1505","112","45"
"1506","112","46"
"1507","112","47"
"1508","112","68"
"1509","112","69"
"1510","112","70"
"1511","112","76"
"1512","113","2"
"1513","113","3"
"1514","113","7"
"1515","113","10"
"1516","113","13"
"1517","113","15"
"1518","113","21"
"1519","113","27"
"1520","113","33"
"1521","113","35"
"1522","113","37"
"1523","113","38"
"1524","113","41"
"1525","114","2"
"1526","114","3"
"1527","114","7"
"1528","114","10"
"1529","114","13"
"1530","114","15"
"1531","114","21"
"1532","114","27"
"1533","114","33"
"1534","114","35"
"1535","114","37"
"1536","114","38"
"1537","114","41"
"1538","121","2"
"1539","121","3"
"1540","121","7"
"1541","121","10"
"1542","121","13"
"1543","121","15"
"1544","121","18"
"1545","121","21"
"1546","121","31"
"1547","121","35"
"1548","121","37"
"1549","122","2"
"1550","122","3"
"1551","122","7"
"1552","122","10"
"1553","122","13"
"1554","122","15"
"1555","122","18"
"1556","122","21"
"1557","122","31"
"1558","122","35"
"1559","122","37"
"1560","123","2"
"1561","123","3"
"1562","123","7"
"1563","123","10"
"1564","123","13"
"1565","123","15"
"1566","123","21"
"1567","123","27"
"1568","123","31"
"1569","123","35"
"1570","123","37"
"1571","124","2"
"1572","124","3"
"1573","124","7"
"1574","124","10"
"1575","124","13"
"1576","124","15"
"1577","124","18"
"1578","124","21"
"1579","124","31"
"1580","124","35"
"1581","124","37"
"1582","124","38"
"1583","124","41"
"1584","125","2"
"1585","125","3"
"1586","125","7"
"1587","125","13"
"1588","125","15"
"1589","125","18"
"1590","125","21"
"1591","125","27"
"1592","125","31"
"1593","125","33"
"1594","125","35"
"1595","125","37"
"1596","125","46"
"1597","125","47"
"1598","125","69"
"1599","128","3"
"1600","128","7"
"1601","128","13"
"1602","128","15"
"1603","128","18"
"1604","128","21"
"1605","128","27"
"1606","128","33"
"1607","128","35"
"1608","128","37"
"1609","128","43"
"1610","128","46"
"1611","128","47"
"1612","129","3"
"1613","129","7"
"1614","129","21"
"1615","129","31"
"1616","129","37"
"1617","131","2"
"1618","131","3"
"1619","131","7"
"1620","131","13"
"1621","131","15"
"1622","131","21"
"1623","131","31"
"1624","131","37"
"1625","132","3"
"1626","132","7"
"1627","132","13"
"1628","132","15"
"1629","132","21"
"1630","132","27"
"1631","132","35"
"1632","132","37"
"1633","133","2"
"1634","133","3"
"1635","133","7"
"1636","133","13"
"1637","133","15"
"1638","133","31"
"1639","133","37"
"1640","134","2"
"1641","134","3"
"1642","134","7"
"1643","134","10"
"1644","134","13"
"1645","134","15"
"1646","134","18"
"1647","134","21"
"1648","134","31"
"1649","134","35"
"1650","134","37"
"1651","135","2"
"1652","135","3"
"1653","135","7"
"1654","135","10"
"1655","135","13"
"1656","135","15"
"1657","135","18"
"1658","135","21"
"1659","135","31"
"1660","135","35"
"1661","135","37"
"1662","136","2"
"1663","136","3"
"1664","136","7"
"1665","136","13"
"1666","136","15"
"1667","136","18"
"1668","136","21"
"1669","136","31"
"1670","136","35"
"1671","136","37"
"1672","137","3"
"1673","137","7"
"1674","137","21"
"1675","137","31"
"1676","137","37"
"1677","138","2"
"1678","138","3"
"1679","138","7"
"1680","138","15"
"1681","138","21"
"1682","138","27"
"1683","138","33"
"1684","138","35"
"1685","138","37"
"1686","138","43"
"1687","138","46"
"1688","138","47"
"1689","138","68"
"1690","138","109"
"1691","139","2"
"1692","139","3"
"1693","139","7"
"1694","139","10"
"1695","139","13"
"1696","139","15"
"1697","139","21"
"1698","139","27"
"1699","139","31"
"1700","139","35"
"1701","139","37"
"1702","144","3"
"1703","144","7"
"1704","144","13"
"1705","144","15"
"1706","144","21"
"1707","144","27"
"1708","144","35"
"1709","144","37"
"1710","146","3"
"1711","146","7"
"1712","146","13"
"1713","146","15"
"1714","146","21"
"1715","146","35"
"1716","146","37"
"1717","146","43"
"1718","147","2"
"1719","147","3"
"1720","147","7"
"1721","147","10"
"1722","147","13"
"1723","147","15"
"1724","147","18"
"1725","147","21"
"1726","147","27"
"1727","147","31"
"1728","147","33"
"1729","147","35"
"1730","147","37"
"1731","147","43"
"1732","147","45"
"1733","147","46"
"1734","147","47"
"1735","147","68"
"1736","147","69"
"1737","149","2"
"1738","149","3"
"1739","149","7"
"1740","149","13"
"1741","149","15"
"1742","149","18"
"1743","149","21"
"1744","149","27"
"1745","149","31"
"1746","149","33"
"1747","149","35"
"1748","149","37"
"1749","149","45"
"1750","149","47"
"1751","150","2"
"1752","150","3"
"1753","150","7"
"1754","150","10"
"1755","150","13"
"1756","150","15"
"1757","150","21"
"1758","150","27"
"1759","150","31"
"1760","150","33"
"1761","150","35"
"1762","150","37"
"1763","151","3"
"1764","151","7"
"1765","151","13"
"1766","151","15"
"1767","151","18"
"1768","151","21"
"1769","151","27"
"1770","151","35"
"1771","151","37"
"1772","151","39"
"1773","151","43"
"1774","151","45"
"1775","151","46"
"1776","151","47"
"1777","151","68"
"1778","151","69"
"1779","152","3"
"1780","152","7"
"1781","152","10"
"1782","152","13"
"1783","152","15"
"1784","152","21"
"1785","152","27"
"1786","152","35"
"1787","152","37"
"1788","154","3"
"1789","154","7"
"1790","154","13"
"1791","154","15"
"1792","154","18"
"1793","154","21"
"1794","154","27"
"1795","154","33"
"1796","154","35"
"1797","154","37"
"1798","154","38"
"1799","154","39"
"1800","154","43"
"1801","154","46"
"1802","154","47"
"1803","154","68"
"1804","154","69"
"1805","157","3"
"1806","157","7"
"1807","157","13"
"1808","157","15"
"1809","157","18"
"1810","157","21"
"1811","157","27"
"1812","157","35"
"1813","157","37"
"1814","157","46"
"1815","158","3"
"1816","158","7"
"1817","158","13"
"1818","158","15"
"1819","158","21"
"1820","158","27"
"1821","158","35"
"1822","158","37"
"1823","161","2"
"1824","161","3"
"1825","161","7"
"1826","161","13"
"1827","161","15"
"1828","161","18"
"1829","161","21"
"1830","161","31"
"1831","161","35"
"1832","161","37"
"1833","162","2"
"1834","162","3"
"1835","162","7"
"1836","162","13"
"1837","162","15"
"1838","162","18"
"1839","162","21"
"1840","162","31"
"1841","162","35"
"1842","162","37"
"1843","163","2"
"1844","163","3"
"1845","163","7"
"1846","163","10"
"1847","163","13"
"1848","163","15"
"1849","163","21"
"1850","163","27"
"1851","163","31"
"1852","163","35"
"1853","163","37"
"1854","164","2"
"1855","164","3"
"1856","164","7"
"1857","164","13"
"1858","164","15"
"1859","164","18"
"1860","164","21"
"1861","164","31"
"1862","164","35"
"1863","164","37"
"1864","165","3"
"1865","165","7"
"1866","165","10"
"1867","165","13"
"1868","165","15"
"1869","165","18"
"1870","165","21"
"1871","165","27"
"1872","165","33"
"1873","165","35"
"1874","165","37"
"1875","165","43"
"1876","165","46"
"1877","165","47"
"1878","166","3"
"1879","166","7"
"1880","166","21"
"1881","166","37"
"1882","166","47"
"1883","171","2"
"1884","171","3"
"1885","171","7"
"1886","171","10"
"1887","171","13"
"1888","171","15"
"1889","171","21"
"1890","171","27"
"1891","171","31"
"1892","171","35"
"1893","171","37"
"1894","173","3"
"1895","173","7"
"1896","173","21"
"1897","173","31"
"1898","173","37"
"1899","173","38"
"1900","173","41"
"1901","175","2"
"1902","175","3"
"1903","175","7"
"1904","175","10"
"1905","175","13"
"1906","175","15"
"1907","175","21"
"1908","175","27"
"1909","175","31"
"1910","175","35"
"1911","175","37"
"1912","176","2"
"1913","176","3"
"1914","176","7"
"1915","176","10"
"1916","176","13"
"1917","176","15"
"1918","176","18"
"1919","176","19"
"1920","176","21"
"1921","176","27"
"1922","176","31"
"1923","176","33"
"1924","176","35"
"1925","176","37"
"1926","176","38"
"1927","176","41"
"1928","176","43"
"1929","176","45"
"1930","176","46"
"1931","176","47"
"1932","176","68"
"1933","176","69"
"1934","176","70"
"1935","176","74"
"1936","176","84"
"1937","176","86"
"1938","177","3"
"1939","177","7"
"1940","177","13"
"1941","177","15"
"1942","177","21"
"1943","177","27"
"1944","177","33"
"1945","177","35"
"1946","177","37"
"1947","177","39"
"1948","177","47"
"1949","178","2"
"1950","178","3"
"1951","178","7"
"1952","178","10"
"1953","178","13"
"1954","178","15"
"1955","178","21"
"1956","178","27"
"1957","178","31"
"1958","178","35"
"1959","178","37"
"1960","179","2"
"1961","179","3"
"1962","179","7"
"1963","179","13"
"1964","179","15"
"1965","179","18"
"1966","179","21"
"1967","179","27"
"1968","179","31"
"1969","179","35"
"1970","179","37"
"1971","179","38"
"1972","179","41"
"1973","179","44"
"1974","179","46"
"1975","179","47"
"1976","180","2"
"1977","180","3"
"1978","180","7"
"1979","180","13"
"1980","180","15"
"1981","180","18"
"1982","180","21"
"1983","180","27"
"1984","180","31"
"1985","180","33"
"1986","180","35"
"1987","180","37"
"1988","180","39"
"1989","180","43"
"1990","180","45"
"1991","180","46"
"1992","180","47"
"1993","180","68"
"1994","180","69"
"1995","180","74"
"1996","181","2"
"1997","181","3"
"1998","181","7"
"1999","181","10"
"2000","181","13"
"2001","181","15"
"2002","181","21"
"2003","181","27"
"2004","181","31"
"2005","181","35"
"2006","181","37"
"2007","182","2"
"2008","182","3"
"2009","182","7"
"2010","182","13"
"2011","182","15"
"2012","182","18"
"2013","182","21"
"2014","182","27"
"2015","182","31"
"2016","182","33"
"2017","182","35"
"2018","182","37"
"2019","182","39"
"2020","182","47"
"2021","183","2"
"2022","183","3"
"2023","183","7"
"2024","183","13"
"2025","183","15"
"2026","183","21"
"2027","183","27"
"2028","183","31"
"2029","183","33"
"2030","183","35"
"2031","183","37"
"2032","183","39"
"2033","183","47"
"2034","184","2"
"2035","184","3"
"2036","184","7"
"2037","184","13"
"2038","184","15"
"2039","184","18"
"2040","184","21"
"2041","184","27"
"2042","184","31"
"2043","184","33"
"2044","184","35"
"2045","184","37"
"2046","184","38"
"2047","184","41"
"2048","184","45"
"2049","184","46"
"2050","184","47"
"2051","185","2"
"2052","185","3"
"2053","185","7"
"2054","185","10"
"2055","185","13"
"2056","185","15"
"2057","185","21"
"2058","185","27"
"2059","185","31"
"2060","185","35"
"2061","185","37"
"2062","188","2"
"2063","188","3"
"2064","188","7"
"2065","188","10"
"2066","188","13"
"2067","188","15"
"2068","188","21"
"2069","188","27"
"2070","188","31"
"2071","188","35"
"2072","188","37"
"2073","189","3"
"2074","189","7"
"2075","189","13"
"2076","189","15"
"2077","189","21"
"2078","189","35"
"2079","189","37"
"2080","190","2"
"2081","190","3"
"2082","190","7"
"2083","190","10"
"2084","190","13"
"2085","190","15"
"2086","190","21"
"2087","190","27"
"2088","190","31"
"2089","190","35"
"2090","190","37"
"2091","190","38"
"2092","190","41"
"2093","190","44"
"2094","191","3"
"2095","191","7"
"2096","191","37"
"2097","192","2"
"2098","192","3"
"2099","192","7"
"2100","192","13"
"2101","192","15"
"2102","192","18"
"2103","192","21"
"2104","192","27"
"2105","192","31"
"2106","192","35"
"2107","192","37"
"2108","192","43"
"2109","192","46"
"2110","192","47"
"2111","192","68"
"2112","192","69"
"2113","192","86"
"2114","194","2"
"2115","194","3"
"2116","194","7"
"2117","194","13"
"2118","194","15"
"2119","194","18"
"2120","194","21"
"2121","194","27"
"2122","194","31"
"2123","194","33"
"2124","194","35"
"2125","194","37"
"2126","194","39"
"2127","194","43"
"2128","194","46"
"2129","194","47"
"2130","195","7"
"2131","195","37"
"2132","196","3"
"2133","196","7"
"2134","196","21"
"2135","196","37"
"2136","198","7"
"2137","198","37"
"2138","199","7"
"2139","199","37"
"2140","201","2"
"2141","201","3"
"2142","201","7"
"2143","201","10"
"2144","201","13"
"2145","201","15"
"2146","201","18"
"2147","201","21"
"2148","201","27"
"2149","201","31"
"2150","201","35"
"2151","201","37"
"2152","202","2"
"2153","202","3"
"2154","202","7"
"2155","202","10"
"2156","202","13"
"2157","202","15"
"2158","202","18"
"2159","202","21"
"2160","202","27"
"2161","202","31"
"2162","202","35"
"2163","202","37"
"2164","202","43"
"2165","202","45"
"2166","202","46"
"2167","202","47"
"2168","202","68"
"2169","202","69"
"2170","204","3"
"2171","204","7"
"2172","204","18"
"2173","204","21"
"2174","204","37"
"2175","204","38"
"2176","204","41"
"2177","204","44"
"2178","205","3"
"2179","205","7"
"2180","205","18"
"2181","205","21"
"2182","205","37"
"2183","205","38"
"2184","205","41"
"2185","205","44"
"2186","206","2"
"2187","206","3"
"2188","206","7"
"2189","206","10"
"2190","206","13"
"2191","206","15"
"2192","206","18"
"2193","206","21"
"2194","206","27"
"2195","206","31"
"2196","206","35"
"2197","206","37"
"2198","206","38"
"2199","206","41"
"2200","206","44"
"2201","207","3"
"2202","207","7"
"2203","207","21"
"2204","207","37"
"2205","208","3"
"2206","209","3"
"2207","210","2"
"2208","210","3"
"2209","210","7"
"2210","210","10"
"2211","210","13"
"2212","210","15"
"2213","210","21"
"2214","210","27"
"2215","210","31"
"2216","210","35"
"2217","210","37"
"2218","211","2"
"2219","211","3"
"2220","211","7"
"2221","211","10"
"2222","211","13"
"2223","211","15"
"2224","211","18"
"2225","211","21"
"2226","211","27"
"2227","211","31"
"2228","211","33"
"2229","211","35"
"2230","211","37"
"2231","211","43"
"2232","211","45"
"2233","211","46"
"2234","211","47"
"2235","211","68"
"2236","211","69"
"2237","212","3"
"2238","213","2"
"2239","213","3"
"2240","213","7"
"2241","213","10"
"2242","213","13"
"2243","213","15"
"2244","213","18"
"2245","213","21"
"2246","213","27"
"2247","213","31"
"2248","213","33"
"2249","213","35"
"2250","213","37"
"2251","213","43"
"2252","213","45"
"2253","213","46"
"2254","213","47"
"2255","213","68"
"2256","213","69"
"2257","214","3"
"2258","215","2"
"2259","215","3"
"2260","215","7"
"2261","215","10"
"2262","215","13"
"2263","215","15"
"2264","215","18"
"2265","215","21"
"2266","215","27"
"2267","215","31"
"2268","215","35"
"2269","215","37"
"2270","215","38"
"2271","215","41"
"2272","215","44"
"2273","215","45"
"2274","215","46"
"2275","218","2"
"2276","218","3"
"2277","218","7"
"2278","218","13"
"2279","218","15"
"2280","218","31"
"2281","218","37"
"2282","218","38"
"2283","218","41"
"2284","218","44"
"2285","219","2"
"2286","219","7"
"2287","219","13"
"2288","219","15"
"2289","219","31"
"2290","219","37"
"2291","220","2"
"2292","220","7"
"2293","220","13"
"2294","220","31"
"2295","220","35"
"2296","220","37"
"2297","223","2"
"2298","223","3"
"2299","223","7"
"2300","223","10"
"2301","223","13"
"2302","223","15"
"2303","223","21"
"2304","223","27"
"2305","223","31"
"2306","223","35"
"2307","223","37"
"2308","229","3"
"2309","229","7"
"2310","229","21"
"2311","229","31"
"2312","229","37"
"2313","230","2"
"2314","230","3"
"2315","230","7"
"2316","230","10"
"2317","230","13"
"2318","230","15"
"2319","230","18"
"2320","230","21"
"2321","230","27"
"2322","230","31"
"2323","230","33"
"2324","230","35"
"2325","230","37"
"2326","230","43"
"2327","230","45"
"2328","230","46"
"2329","230","47"
"2330","231","3"
"2331","231","7"
"2332","231","10"
"2333","231","13"
"2334","231","15"
"2335","231","18"
"2336","231","21"
"2337","231","27"
"2338","231","33"
"2339","231","35"
"2340","231","37"
"2341","231","38"
"2342","231","41"
"2343","231","44"
"2344","231","46"
"2345","231","47"
"2346","232","2"
"2347","232","3"
"2348","232","7"
"2349","232","10"
"2350","232","13"
"2351","232","15"
"2352","232","21"
"2353","232","27"
"2354","232","31"
"2355","232","35"
"2356","232","37"
"2357","233","2"
"2358","233","3"
"2359","233","7"
"2360","233","10"
"2361","233","13"
"2362","233","15"
"2363","233","21"
"2364","233","27"
"2365","233","31"
"2366","233","35"
"2367","233","37"
"2368","234","2"
"2369","234","3"
"2370","234","7"
"2371","234","13"
"2372","234","15"
"2373","234","18"
"2374","234","21"
"2375","234","27"
"2376","234","31"
"2377","234","33"
"2378","234","35"
"2379","234","37"
"2380","234","43"
"2381","234","46"
"2382","234","47"
"2383","234","68"
"2384","234","69"
"2385","236","2"
"2386","236","3"
"2387","236","7"
"2388","236","10"
"2389","236","13"
"2390","236","15"
"2391","236","21"
"2392","236","27"
"2393","236","31"
"2394","236","35"
"2395","236","37"
"2396","237","2"
"2397","237","3"
"2398","237","7"
"2399","237","10"
"2400","237","13"
"2401","237","15"
"2402","237","18"
"2403","237","21"
"2404","237","27"
"2405","237","31"
"2406","237","33"
"2407","237","35"
"2408","237","37"
"2409","237","46"
"2410","237","47"
"2411","238","3"
"2412","238","7"
"2413","238","10"
"2414","238","13"
"2415","238","15"
"2416","238","18"
"2417","238","21"
"2418","238","27"
"2419","238","35"
"2420","238","37"
"2421","239","3"
"2422","239","7"
"2423","239","13"
"2424","239","15"
"2425","239","18"
"2426","239","21"
"2427","239","31"
"2428","239","35"
"2429","239","37"
"2430","240","2"
"2431","240","3"
"2432","240","7"
"2433","240","10"
"2434","240","13"
"2435","240","15"
"2436","240","21"
"2437","240","27"
"2438","240","31"
"2439","240","35"
"2440","240","37"
"2441","243","2"
"2442","243","3"
"2443","243","7"
"2444","243","13"
"2445","243","15"
"2446","243","18"
"2447","243","21"
"2448","243","27"
"2449","243","31"
"2450","243","35"
"2451","243","37"
"2452","243","43"
"2453","243","45"
"2454","243","46"
"2455","243","47"
"2456","243","68"
"2457","243","69"
"2458","244","2"
"2459","244","3"
"2460","244","7"
"2461","244","13"
"2462","244","15"
"2463","244","18"
"2464","244","21"
"2465","244","27"
"2466","244","31"
"2467","244","35"
"2468","244","37"
"2469","244","43"
"2470","244","45"
"2471","244","46"
"2472","244","47"
"2473","244","68"
"2474","244","69"
"2475","247","2"
"2476","247","3"
"2477","247","7"
"2478","247","13"
"2479","247","15"
"2480","247","18"
"2481","247","21"
"2482","247","27"
"2483","247","31"
"2484","247","33"
"2485","247","35"
"2486","247","37"
"2487","247","38"
"2488","247","41"
"2489","247","44"
"2490","247","45"
"2491","247","46"
"2492","247","47"
"2493","248","2"
"2494","248","3"
"2495","248","7"
"2496","248","13"
"2497","248","15"
"2498","248","18"
"2499","248","21"
"2500","248","27"
"2501","248","31"
"2502","248","33"
"2503","248","35"
"2504","248","37"
"2505","248","43"
"2506","248","45"
"2507","248","46"
"2508","248","47"
"2509","249","2"
"2510","249","3"
"2511","249","7"
"2512","249","13"
"2513","249","15"
"2514","249","18"
"2515","249","21"
"2516","249","27"
"2517","249","35"
"2518","249","37"
"2519","249","45"
"2520","249","46"
"2521","249","47"
"2522","250","2"
"2523","250","3"
"2524","250","7"
"2525","250","13"
"2526","250","15"
"2527","250","18"
"2528","250","21"
"2529","250","27"
"2530","250","31"
"2531","250","35"
"2532","250","37"
"2533","250","43"
"2534","250","46"
"2535","250","47"
"2536","250","68"
"2537","250","69"
"2538","251","2"
"2539","251","3"
"2540","251","7"
"2541","251","10"
"2542","251","13"
"2543","251","15"
"2544","251","18"
"2545","251","21"
"2546","251","27"
"2547","251","31"
"2548","251","33"
"2549","251","35"
"2550","251","37"
"2551","251","43"
"2552","251","46"
