"cla_id","cll_id","agn_id"
"7555","23247","59"
"7556","23251","92"
"7557","23257","92"
"7558","23266","92"
"7559","23268","92"
"7560","23276","92"
"7561","23278","92"
"7562","23279","92"
"7563","23280","92"
"7564","23286","140"
"7565","23291","118"
"7566","23293","92"
"7567","23294","92"
"7568","23298","156"
"7569","23303","92"
"7570","23304","92"
"7571","23309","92"
"7572","23311","92"
"7573","23315","92"
"7574","23316","141"
"7575","23316","149"
"7576","23316","133"
"7577","23317","120"
"7578","23317","174"
"7579","23317","185"
"7580","23317","118"
"7581","23318","92"
"7582","23321","92"
"7583","23322","140"
"7584","23322","185"
"7585","23326","86"
"7586","23335","70"
"7587","23338","92"
"7588","23339","156"
"7589","23340","92"
"7590","23343","185"
"7591","23343","107"
"7592","23343","121"
"7593","23343","145"
"7594","23344","92"
"7595","23345","92"
"7596","23349","156"
"7597","23356","92"
"7598","23357","92"
"7599","23360","92"
"7600","23369","92"
"7601","23378","92"
"7602","23379","92"
"7603","23380","141"
"7604","23380","133"
"7605","23383","210"
"7606","23383","454"
"7607","23383","59"
"7608","23383","185"
"7609","23384","92"
"7610","24688","92"
"7611","24692","92"
"7612","24697","92"
"7613","24698","92"
"7614","24701","168"
"7615","24701","175"
"7616","24702","92"
"7617","24703","92"
"7618","24704","92"
"7619","24706","92"
"7620","24706","120"
"7621","24708","92"
"7622","24711","92"
"7623","24713","92"
"7624","24716","92"
"7625","24717","92"
"7626","24723","92"
"7627","24724","92"
"7628","24728","92"
"7629","24730","92"
"7630","24731","92"
"7631","24732","92"
"7632","24732","119"
"7633","24732","169"
"7634","24741","92"
"7635","24742","92"
"7636","24747","145"
"7637","24748","168"
"7638","24751","92"
"7639","24759","169"
"7640","24760","92"
"7641","24763","89"
"7642","24763","92"
"7643","24763","218"
"7644","24765","92"
"7645","24770","77"
"7646","24770","118"
"7647","24770","140"
"7648","24771","89"
"7649","24773","92"
"7650","24776","156"
"7651","24782","92"
"7652","24783","92"
"7653","24784","92"
"7654","24790","92"
"7655","24791","92"
"7656","24796","107"
"7657","24796","76"
"7658","24802","169"
"7659","24802","64"
"7660","24803","156"
"7661","24806","92"
"7662","24807","92"
"7663","24810","92"
"7664","24820","92"
"7665","24821","92"
"7666","24822","92"
"7667","24828","120"
"7668","24829","118"
"7669","24829","120"
"7670","24829","174"
"7671","24829","109"
"7672","24830","92"
"7673","24831","92"
"7674","24833","92"
"7675","24842","92"
"7676","24843","169"
"7677","24843","64"
"7678","24843","160"
"7679","24845","92"
"7680","12213","92"
"7681","12227","168"
"7682","12227","185"
"7683","12230","185"
"7684","12231","185"
"7685","12236","92"
"7686","12239","92"
"7687","12240","68"
"7688","12240","185"
"7689","12242","140"
"7690","12247","92"
"7691","12252","92"
"7692","12254","121"
"7693","12258","121"
"7694","12259","121"
"7695","12260","121"
"7696","12262","92"
"7697","12363","92"
"7698","12369","92"
"7699","12370","92"
"7700","12406","92"
"7701","12407","92"
"7702","12413","185"
"7703","12414","185"
"7704","12415","185"
"7705","12420","389"
"7706","12422","92"
"7707","12423","185"
"7708","12423","68"
"7709","12424","185"
"7710","12431","125"
"7711","12433","185"
"7712","12435","107"
"7713","12444","92"
"7714","12568","92"
"7715","12570","92"
"7716","12573","92"
"7717","12579","92"
"7718","12581","92"
"7719","12582","92"
"7720","12588","92"
"7721","12589","92"
"7722","12595","92"
"7723","12601","135"
"7724","12601","141"
"7725","12602","111"
"7726","12602","145"
"7727","12603","210"
"7729","12607","92"
"7730","12610","92"
"7731","12615","92"
"7732","12617","92"
"7733","12618","168"
"7734","12620","92"
"7735","12625","92"
"7736","12627","92"
"7737","12631","92"
"7738","12634","92"
"7739","12638","92"
"7740","12639","92"
"7741","12641","92"
"7742","12643","92"
"7743","12646","92"
"7744","12648","92"
"7745","12649","92"
"7746","12658","92"
"7747","12660","92"
"7748","12661","92"
"7749","12667","92"
"7750","12668","92"
"7751","12669","92"
"7752","12678","92"
"7753","12682","92"
"7754","12683","92"
"7755","12684","92"
"7756","12686","92"
"7757","12687","92"
"7758","12688","92"
"7759","12692","92"
"7760","12696","92"
"7761","12697","92"
"7762","12698","92"
"7763","12701","92"
"7764","12703","92"
"7765","12704","92"
"7766","12706","92"
"7767","12707","92"
"7768","12709","92"
"7769","12710","92"
"7770","12714","92"
"7771","12715","92"
"7772","12722","92"
"7773","12723","92"
"7774","12726","92"
"7775","12730","92"
"7776","12739","92"
"7777","12743","92"
"7778","12744","92"
"7779","12755","92"
"7780","12758","182"
"7781","12758","68"
"7782","12758","89"
"7783","12764","92"
"7784","12766","92"
"7785","12768","92"
"7786","12769","92"
"7787","12772","92"
"7788","12774","92"
"7789","12775","92"
"7790","12776","92"
"7791","12777","92"
"7792","12779","89"
"7793","12780","92"
"7794","12781","92"
"7795","12782","92"
"7796","12788","92"
"7797","12792","92"
"7798","12793","92"
"7799","12797","92"
"7800","12798","92"
"7801","12805","92"
"7802","12811","92"
"7803","12812","92"
"7804","12813","92"
"7805","12814","92"
"7806","12815","92"
"7807","12821","92"
"7808","12822","92"
"7809","12823","92"
"7810","12829","92"
"7811","12830","92"
"7812","12833","265"
"7813","12837","92"
"7814","12841","92"
"7815","12842","92"
"7816","12844","92"
"7817","12849","92"
"7818","12852","92"
"7819","12857","92"
"7820","12862","156"
"7821","12868","92"
"7822","12869","92"
"7823","12870","92"
"7824","12874","92"
"7825","12875","92"
"7826","12876","92"
"7827","12885","92"
"7828","12886","92"
"7829","12889","169"
"7830","12890","120"
"7831","12891","140"
"7832","12895","140"
"7833","12897","140"
"7834","12898","92"
"7835","12905","92"
"7836","12906","92"
"7837","12912","92"
"7838","12913","92"
"7839","12915","92"
"7840","12918","92"
"7841","12922","92"
"7842","12927","92"
"7843","12928","92"
"7844","12929","92"
"7845","12934","92"
"7846","12937","92"
"7847","12941","92"
"7848","12947","92"
"7849","12949","92"
"7850","12951","92"
"7851","12954","92"
"7852","12987","92"
"7853","12989","92"
"7854","12990","92"
"7855","12994","92"
"7856","12995","92"
"7857","12997","92"
"7858","12998","92"
"7859","12999","92"
"7860","12999","185"
"7861","13003","92"
"7862","13006","111"
"7863","13007","92"
"7864","13013","92"
"7865","13017","92"
"7866","13018","220"
"7867","13018","454"
"7868","13018","119"
"7869","13018","121"
"7870","13019","92"
"7871","13026","92"
"7872","13027","92"
"7873","13034","107"
"7874","13035","92"
"7875","13036","198"
"7876","13038","92"
"7877","13041","92"
"7878","13041","156"
"7879","13043","92"
"7880","13047","92"
"7881","13053","92"
"7883","13055","92"
"7884","13057","310"
"7885","13058","92"
"7886","13059","92"
"7887","13060","92"
"7888","13062","92"
"7889","13071","92"
"7890","13072","92"
"7891","13080","92"
"7892","13082","92"
"7893","13085","92"
"7894","13087","92"
"7895","13091","92"
"7896","13095","92"
"7897","13099","92"
"7898","13101","92"
"7899","13102","92"
"7900","13104","162"
"7901","13104","185"
"7902","13104","273"
"7903","13104","157"
"7904","13106","156"
"7906","13108","156"
"7907","13109","92"
"7908","13111","156"
"7909","13111","264"
"7910","13111","118"
"7911","13113","92"
"7912","13119","92"
"7913","13122","92"
"7914","13126","92"
"7915","13129","92"
"7916","13133","92"
"7917","13136","92"
"7918","13141","92"
"7919","13142","92"
"7920","13148","92"
"7921","13149","156"
"7922","13152","92"
"7923","13162","92"
"7924","13165","92"
"7925","13169","92"
"7926","13174","92"
"7927","13176","92"
"7928","13178","92"
"7929","13180","92"
"7930","13182","92"
"7931","13183","92"
"7932","13188","92"
"7933","13191","92"
"7934","13195","92"
"7935","13197","92"
"7936","13198","185"
"7937","13198","107"
"7938","13202","92"
"7939","13203","92"
"7940","13204","92"
"7941","13205","92"
"7942","13212","168"
"7943","13212","118"
"7944","13212","135"
"7945","13212","141"
"7946","13215","92"
"7947","13220","92"
"7948","13222","92"
"7949","13223","92"
"7950","13231","92"
"7951","13234","301"
"7952","13237","156"
"7953","13243","92"
"7954","13244","92"
"7955","13245","92"
"7956","13253","156"
"7957","13260","92"
"7958","13262","92"
"7959","13263","92"
"7960","13265","92"
"7961","13266","92"
"7962","13269","92"
"7963","13270","92"
"7964","13271","185"
"7965","13273","92"
"7966","13279","92"
"7967","13281","92"
"7968","13282","92"
"7969","13283","92"
"7970","13284","92"
"7971","13289","138"
"7972","13289","59"
"7973","13289","87"
"7974","13290","92"
"7975","13293","92"
"7976","13294","92"
"7977","13296","92"
"7978","13299","92"
"7979","13305","92"
"7980","13306","92"
"7981","13308","92"
"7982","13310","92"
"7983","13311","92"
"7984","13315","92"
"7985","13316","92"
"7986","13319","185"
"7987","13322","120"
"7988","13327","92"
"7989","13330","92"
"7990","13331","92"
"7991","13333","92"
"7992","13334","92"
"7993","13336","92"
"7994","13342","92"
"7995","13711","92"
"7996","13712","92"
"7997","13716","92"
"7998","13717","92"
"7999","13722","92"
"8000","13725","92"
"8001","13729","92"
"8002","13730","92"
"8003","13737","64"
"8004","13737","92"
"8005","13737","169"
"8006","13740","92"
"8007","13744","92"
"8008","13745","92"
"8009","13749","92"
"8010","13752","92"
"8011","13753","92"
"8012","13758","92"
"8013","13763","77"
"8014","13763","76"
"8015","13765","92"
"8016","13768","92"
"8017","13769","92"
"8018","13775","92"
"8019","13782","92"
"8020","13784","92"
"8021","13785","92"
"8022","13788","92"
"8023","13793","92"
"8024","13797","92"
"8025","13802","92"
"8026","13807","92"
"8027","13809","92"
"8028","13812","92"
"8029","13813","92"
"8030","13814","92"
"8031","13815","107"
"8032","13817","118"
"8033","13821","92"
"8034","13822","92"
"8036","13827","92"
"8037","13829","92"
"8038","13831","92"
"8039","13837","92"
"8040","13847","92"
"8041","13851","92"
"8042","13852","92"
"8043","13854","185"
"8044","13854","119"
"8045","13854","169"
"8046","13855","92"
"8047","13858","92"
"8048","13859","92"
"8049","13860","92"
"8050","13861","92"
"8051","13865","92"
"8052","13867","92"
"8053","13868","92"
"8054","13874","92"
"8055","13876","92"
"8056","13879","92"
"8057","13881","185"
"8058","13883","92"
"8059","13885","92"
"8060","13889","92"
"8062","13893","92"
"8063","13894","92"
"8064","13908","92"
"8065","13910","92"
"8066","13914","92"
"8067","13916","109"
"8068","13918","92"
"8069","13920","92"
"8070","13922","92"
"8071","13926","92"
"8072","13929","92"
"8074","13933","92"
"8075","14037","92"
"8076","14039","92"
"8077","14040","92"
"8078","14042","92"
"8079","14043","92"
"8080","14044","92"
"8081","14047","92"
"8082","14051","92"
"8083","14053","92"
"8084","14057","92"
"8085","14059","92"
"8086","14061","174"
"8087","14061","118"
"8088","14061","120"
"8089","14065","92"
"8090","14066","74"
"8091","14068","92"
"8092","14071","92"
"8093","14076","92"
"8094","14082","92"
"8095","14088","92"
"8096","14094","92"
"8097","14095","92"
"8098","14100","92"
"8099","14101","92"
"8100","14109","92"
"8101","14110","92"
"8102","14115","92"
"8103","14116","92"
"8104","14123","92"
"8105","14128","92"
"8106","14134","92"
"8107","14135","92"
"8108","14142","92"
"8109","14143","92"
"8110","14144","92"
"8111","14145","92"
"8112","14146","92"
"8113","14150","92"
"8114","14153","92"
"8115","14154","92"
"8116","14161","92"
"8117","14163","92"
"8118","14165","92"
"8119","14169","92"
"8120","14172","200"
"8121","14182","92"
"8122","14183","92"
"8123","14190","169"
"8124","14192","169"
"8125","14195","120"
"8126","14196","145"
"8127","14199","92"
"8128","14201","92"
"8129","14208","92"
"8130","14213","92"
"8131","14214","92"
"8132","14216","92"
"8133","14219","92"
"8134","14220","92"
"8135","14225","92"
"8136","14229","92"
"8137","14230","92"
"8138","14237","92"
"8139","14238","92"
"8140","14243","92"
"8141","14246","92"
"8142","14247","92"
"8143","14248","92"
"8144","14250","185"
"8145","14253","92"
"8146","14254","92"
"8147","14255","92"
"8148","14256","92"
"8149","14258","92"
"8150","14259","92"
"8151","14263","92"
"8152","14267","92"
"8153","14270","92"
"8154","14274","92"
"8155","14275","92"
"8156","14276","185"
"8157","14277","92"
"8158","14279","92"
"8159","14281","92"
"8160","14288","92"
"8161","14292","92"
"8162","14293","92"
"8163","14294","92"
"8164","14295","92"
"8165","14302","92"
"8166","14310","92"
"8167","14311","92"
"8168","14314","92"
"8169","14315","92"
"8170","14316","92"
"8171","14320","92"
"8172","14324","92"
"8173","14333","92"
"8174","14334","92"
"8175","14337","92"
"8176","14345","92"
"8178","14347","92"
"8179","14350","92"
"8180","14353","92"
"8181","14364","92"
"8182","14365","92"
"8183","14366","92"
"8184","14369","92"
"8185","14371","92"
"8186","14374","92"
"8187","14379","185"
"8188","14386","185"
"8189","14389","185"
"8190","14394","92"
"8191","14397","156"
"8192","14398","92"
"8193","14401","92"
"8194","14403","92"
"8195","14407","92"
"8196","14410","92"
"8197","14411","92"
"8198","14414","92"
"8199","14417","92"
"8200","14419","92"
"8201","14421","92"
"8202","14422","92"
"8203","14423","92"
"8204","14433","92"
"8205","14435","92"
"8206","14438","92"
"8207","14441","185"
"8208","14444","185"
"8209","14447","185"
"8210","14452","185"
"8211","14457","92"
"8212","14458","92"
"8213","14463","92"
"8214","14464","92"
"8215","14465","175"
"8216","14466","92"
"8217","14467","120"
"8218","14467","92"
"8219","14478","174"
"8220","14478","118"
"8221","14478","120"
"8222","14482","92"
"8223","14484","92"
"8224","14496","145"
"8225","14498","92"
"8226","14500","92"
"8227","14506","249"
"8228","14508","92"
"8229","14511","92"
"8230","14513","185"
"8231","14514","92"
"8232","14515","185"
"8233","14519","92"
"8234","14524","198"
"8235","15620","145"
"8236","15624","145"
"8237","15624","168"
"8238","15626","92"
"8239","15627","118"
"8240","15627","120"
"8241","15631","92"
"8242","15638","156"
"8243","15645","111"
"8244","15645","304"
"8245","15646","169"
"8246","15646","67"
"8247","15646","119"
"8248","15659","92"
"8249","15663","92"
"8250","15664","89"
"8251","15664","92"
"8252","15664","68"
"8253","15671","210"
"8254","15671","376"
"8255","15673","92"
"8256","15674","92"
"8257","15676","135"
"8258","15676","148"
"8259","15676","223"
"8260","15684","64"
"8261","15684","119"
"8262","15684","169"
"8263","15690","92"
"8264","15691","92"
"8265","15694","92"
"8266","15694","140"
"8267","15695","171"
"8268","15695","156"
"8269","15696","140"
"8270","15696","156"
"8271","15696","171"
"8272","15696","76"
"8273","15699","92"
"8274","15702","309"
"8275","15703","92"
"8276","15704","140"
"8277","15710","145"
"8278","15710","168"
"8279","15711","76"
"8280","15711","140"
"8281","15712","140"
"8282","15712","171"
"8283","15714","92"
"8284","15715","145"
"8285","15717","148"
"8286","15717","135"
"8287","15718","170"
"8288","15718","67"
"8289","15718","119"
"8290","15718","156"
"8291","15723","92"
"8292","15726","156"
"8293","15727","92"
"8294","15729","77"
"8295","15729","109"
"8296","15729","76"
"8297","15735","92"
"8298","15737","92"
"8299","15739","92"
"8300","15741","156"
"8301","15745","92"
"8302","15751","156"
"8303","15753","92"
"8304","15756","222"
"8305","15756","89"
"8306","15756","92"
"8307","15757","146"
"8308","15760","168"
"8309","15760","121"
"8310","15760","145"
"8311","15763","140"
"8312","15763","156"
"8313","15766","92"
"8314","15769","76"
"8315","15769","168"
"8316","15772","92"
"8317","15773","77"
"8318","15773","140"
"8319","15773","174"
"8320","15778","92"
"8321","15780","92"
"8322","15785","76"
"8323","15785","109"
"8324","15785","140"
"8325","15797","92"
"8326","15799","92"
"8327","15802","92"
"8328","15803","92"
"8329","15809","140"
"8330","15815","76"
"8331","15816","156"
"8332","15822","92"
"8333","15824","156"
"8334","15827","92"
"8335","15831","76"
"8336","15831","185"
"8337","15833","92"
"8338","15837","92"
"8339","15838","156"
"8340","15839","156"
"8341","15846","185"
"8342","15846","119"
"8343","15847","92"
"8344","15851","185"
"8345","15851","67"
"8346","15851","119"
"8347","15852","156"
"8348","15853","156"
"8349","15853","135"
"8350","15853","148"
"8351","15856","185"
"8352","15857","156"
"8353","15857","185"
"8354","15857","77"
"8355","15857","109"
"8356","15859","171"
"8357","15863","185"
"8358","15869","92"
"8359","15872","185"
"8360","15872","107"
"8361","15876","92"
"8362","15877","92"
"8363","15881","92"
"8364","15882","92"
"8365","15884","185"
"8366","15885","92"
"8367","15892","185"
"8368","15892","68"
"8369","15892","89"
"8370","15896","92"
"8371","15899","156"
"8372","15903","121"
"8373","15903","168"
"8374","15903","185"
"8375","15903","76"
"8376","15904","92"
"8377","15905","92"
"8378","15906","92"
"8379","15907","185"
"8380","15912","121"
"8381","15912","168"
"8382","15912","68"
"8383","15912","89"
"8384","15913","92"
"8385","15918","156"
"8386","15918","185"
"8387","15919","92"
"8388","15920","92"
"8389","15925","92"
"8390","15927","157"
"8391","15929","59"
"8392","15929","185"
"8393","15930","156"
"8394","15937","92"
"8395","15944","175"
"8396","15944","185"
"8397","15947","218"
"8398","15947","68"
"8399","15948","92"
"8400","15951","92"
"8401","15951","156"
"8402","15954","92"
"8403","15968","185"
"8404","15969","156"
"8405","15974","92"
"8406","15975","68"
"8407","15975","89"
"8408","15975","185"
"8409","15976","92"
"8410","15977","92"
"8411","15980","92"
"8412","15982","92"
"8413","15986","89"
"8414","15986","218"
"8415","15986","68"
"8416","15987","156"
"8417","15988","156"
"8418","15988","185"
"8419","15988","76"
"8420","15996","92"
"8421","15998","92"
"8422","16005","92"
"8423","16008","68"
"8424","16008","89"
"8425","16011","92"
"8426","16012","92"
"8427","16013","92"
"8428","16016","92"
"8429","16019","92"
"8430","16021","185"
"8431","16021","168"
"8432","16022","68"
"8433","16022","89"
"8434","16022","185"
"8435","16026","135"
"8436","16026","148"
"8437","16027","92"
"8438","16029","92"
"8439","16031","92"
"8440","16032","92"
"8441","16034","140"
"8442","16035","185"
"8443","16040","156"
"8444","16042","92"
"8445","16045","185"
"8446","16046","92"
"8447","16051","156"
"8448","16052","92"
"8449","16053","77"
"8450","16053","174"
"8451","16053","185"
"8452","16055","92"
"8453","16059","92"
"8454","16060","185"
"8455","16064","77"
"8456","16065","118"
"8457","16065","135"
"8458","16070","92"
"8459","16075","92"
"8460","16077","94"
"8461","16077","99"
"8462","16083","118"
"8463","16084","92"
"8464","16089","156"
"8465","16090","185"
"8466","16093","92"
"8467","16094","92"
"8468","16098","185"
"8469","16098","118"
"8470","16099","92"
"8471","16100","119"
"8472","16100","67"
"8473","16102","185"
"8474","16111","135"
"8475","16111","148"
"8476","16115","92"
"8477","16117","92"
"8478","16119","92"
"8479","16120","92"
"8480","16124","223"
"8481","16129","92"
"8482","16137","92"
"8483","16142","59"
"8484","16142","92"
"8485","16142","185"
"8486","16149","92"
"8487","16154","92"
"8488","16155","185"
"8489","16157","185"
"8490","16158","92"
"8491","16163","92"
"8492","16168","92"
"8493","16172","92"
"8494","16177","92"
"8495","16178","92"
"8496","16186","92"
"8497","16187","92"
"8498","16189","92"
"8499","16191","156"
"8500","16196","92"
"8501","16197","92"
"8502","16204","119"
"8503","16208","92"
"8504","16214","92"
"8505","16215","185"
"8506","16215","76"
"8507","16215","121"
"8508","16218","185"
"8509","16220","182"
"8510","16220","185"
"8511","16220","89"
"8512","16221","92"
"8513","16224","171"
"8514","16228","185"
"8515","16228","68"
"8516","16239","185"
"8517","16240","185"
"8518","16241","156"
"8519","16243","92"
"8520","16251","376"
"8521","16251","185"
"8522","16252","121"
"8523","16252","168"
"8524","16252","185"
"8525","16253","76"
"8526","16253","77"
"8527","16253","185"
"8528","16257","156"
"8529","16258","171"
"8530","16258","185"
"8531","16258","121"
"8532","16259","185"
"8533","16259","168"
"8534","16259","171"
"8535","16260","156"
"8536","16261","156"
"8537","16262","92"
"8538","16264","156"
"8539","16264","185"
"8540","16264","119"
"8541","16266","156"
"8542","16266","185"
"8543","16266","59"
"8544","16266","138"
"8545","16267","156"
"8546","16267","185"
"8547","16267","109"
"8548","16268","92"
"8549","16270","185"
"8550","16272","92"
"8551","16275","185"
"8552","16278","171"
"8553","16279","92"
"8554","16279","265"
"8555","16281","171"
"8556","16281","121"
"8557","16281","168"
"8558","16283","156"
"8559","16285","92"
"8560","16285","448"
"8561","16286","92"
"8562","16287","120"
"8563","16287","135"
"8564","16287","118"
"8565","16291","168"
"8566","16291","185"
"8567","16291","121"
"8568","16292","92"
"8569","16293","92"
"8570","16298","92"
"8571","16302","92"
"8572","16303","92"
"8573","16304","92"
"8574","16311","185"
"8575","16311","67"
"8576","16311","119"
"8577","16313","92"
"8578","16316","92"
"8579","16317","92"
"8580","16321","156"
"8581","16328","92"
"8582","16329","92"
"8583","16333","120"
"8584","16336","109"
"8585","16336","185"
"8586","16343","156"
"8587","16343","145"
"8588","16346","149"
"8589","16346","135"
"8590","16349","160"
"8591","16349","185"
"8592","16352","92"
"8593","16353","218"
"8594","16354","185"
"8595","16356","160"
"8596","16356","185"
"8597","16356","156"
"8598","16361","92"
"8599","16368","218"
"8600","16373","92"
"8601","16381","92"
"8602","16383","119"
"8603","16383","185"
"8604","16383","366"
"8605","16383","67"
"8606","16385","67"
"8607","16385","185"
"8608","16388","185"
"8609","16388","76"
"8610","16388","171"
"8611","16390","118"
"8612","16390","185"
"8613","16391","89"
"8614","16391","185"
"8615","16391","68"
"8616","16393","185"
"8617","16393","76"
"8618","16393","82"
"8619","16394","171"
"8620","16394","185"
"8621","16394","76"
"8622","16396","156"
"8623","16396","185"
"8624","16401","76"
"8625","16401","185"
"8626","16402","156"
"8627","16402","92"
"8628","16405","92"
"8629","16405","168"
"8630","16406","92"
"8631","16407","107"
"8632","16407","156"
"8633","16413","92"
"8634","16420","92"
"8635","16422","92"
"8636","16426","92"
"8637","16430","119"
"8638","16430","185"
"8639","16432","168"
"8640","16432","185"
"8641","16432","121"
"8642","16435","76"
"8643","16435","185"
"8644","16441","76"
"8645","16441","185"
"8646","16445","92"
"8647","16448","140"
"8648","16450","92"
"8649","16453","76"
"8650","16455","67"
"8651","16455","119"
"8652","16455","185"
"8653","16457","185"
"8654","16458","156"
"8655","16458","76"
"8656","16460","157"
"8657","16464","121"
"8658","16464","185"
"8659","16469","92"
"8660","16469","185"
"8661","16472","107"
"8662","16472","171"
"8663","16472","185"
"8664","16473","185"
"8665","16475","156"
"8666","16475","185"
"8667","16476","92"
"8668","16478","92"
"8669","16481","160"
"8670","16481","185"
"8671","16485","185"
"8672","16495","185"
"8673","16554","118"
"8674","16554","182"
"8675","16554","89"
"8676","16555","92"
"8677","16557","92"
"8678","16559","76"
"8679","16559","185"
"8680","16561","157"
"8681","16562","92"
"8682","16569","135"
"8683","16569","149"
"8684","16569","118"
"8685","16570","92"
"8686","16571","92"
"8687","16572","92"
"8688","16577","92"
"8689","16582","92"
"8690","16589","185"
"8691","16591","156"
"8692","16594","92"
"8693","16597","92"
"8694","16605","185"
"8695","16606","185"
"8696","16606","70"
"8697","16606","121"
"8698","16609","92"
"8699","16613","92"
"8700","16615","92"
"8701","16623","107"
"8702","16623","185"
"8703","16624","156"
"8704","16629","86"
"8705","16634","92"
"8706","16636","149"
"8707","16636","467"
"8708","16637","92"
"8709","16641","92"
"8710","16642","120"
"8711","16642","118"
"8712","16644","92"
"8713","16645","92"
"8714","16647","220"
"8715","16658","92"
"8716","16659","439"
"8717","16659","89"
"8718","16659","182"
"8719","16659","185"
"8720","16661","92"
"8721","16665","92"
"8722","16872","156"
"8723","16873","157"
"8724","16875","439"
"8725","16875","182"
"8726","16875","185"
"8727","16879","92"
"8728","16880","92"
"8729","16881","169"
"8730","16881","218"
"8731","16881","156"
"8732","16887","156"
"8733","16887","218"
"8734","16887","120"
"8735","16888","156"
"8736","16890","185"
"8737","16890","120"
"8738","16890","171"
"8739","16890","174"
"8740","16891","118"
"8741","16891","120"
"8742","16891","185"
"8743","16892","92"
"8744","16894","92"
"8745","16897","171"
"8746","16898","145"
"8747","16898","175"
"8748","16898","185"
"8749","16905","125"
"8750","16905","126"
"8751","16906","107"
"8752","16910","348"
"8753","16910","176"
"8754","16912","174"
"8755","16912","185"
"8756","16912","118"
"8757","16912","120"
"8758","16913","145"
"8759","16915","92"
"8760","16918","182"
"8761","16918","185"
"8762","16918","68"
"8763","16919","92"
"8764","16920","185"
"8765","16922","92"
"8766","16925","92"
"8767","16928","92"
"8768","16934","182"
"8769","16934","89"
"8770","16943","156"
"8771","16946","92"
"8772","16947","120"
"8773","16947","218"
"8774","16947","366"
"8775","16947","118"
"8776","16948","92"
"8777","16953","92"
"8778","16954","218"
"8779","16957","92"
"8780","16961","185"
"8781","16963","185"
"8782","16963","67"
"8783","16963","119"
"8784","16967","92"
"8785","16969","174"
"8786","16974","174"
"8787","16974","185"
"8788","16974","76"
"8789","16980","185"
"8790","16981","185"
"8791","16982","185"
"8792","16985","76"
"8793","16985","185"
"8794","16989","92"
"8795","16997","185"
"8796","16997","76"
"8797","16997","182"
"8798","16998","92"
"8799","17000","171"
"8800","17000","185"
"8801","17001","92"
"8802","17007","92"
"8803","17007","121"
"8804","17007","76"
"8805","17008","185"
"8806","17009","92"
"8807","17015","92"
"8808","17016","92"
"8809","17016","171"
"8810","17020","185"
"8811","17022","92"
"8812","17025","92"
"8813","17026","92"
"8814","17036","156"
"8815","17039","92"
"8816","17040","156"
"8817","17045","92"
"8818","17049","185"
"8819","17051","67"
"8820","17051","119"
"8821","17051","169"
"8822","17053","185"
"8823","17053","77"
"8824","17054","92"
"8825","17057","92"
"8826","17061","92"
"8827","17062","92"
"8828","17064","92"
"8829","17065","92"
"8830","17066","182"
"8831","17066","185"
"8832","17066","439"
"8833","17068","92"
"8834","17070","92"
"8835","17072","92"
"8836","17077","92"
"8837","17079","92"
"8838","17081","120"
"8839","17081","185"
"8840","17081","118"
"8841","17090","92"
"8842","17091","218"
"8843","17091","185"
"8844","17094","118"
"8845","17094","185"
"8846","17097","92"
"8847","17100","92"
"8848","17101","92"
"8849","17104","171"
"8850","17112","92"
"8851","17115","92"
"8852","17125","92"
"8853","17131","92"
"8854","17137","92"
"8855","17140","92"
"8856","17142","185"
"8857","17145","92"
"8858","17151","92"
"8859","17154","92"
"8860","17159","92"
"8861","17160","92"
"8862","17162","92"
"8863","17166","92"
"8864","17168","185"
"8865","17168","76"
"8866","17168","121"
"8867","17171","185"
"8868","17171","70"
"8869","17171","115"
"8870","17175","92"
"8871","17177","92"
"8872","17178","92"
"8873","17180","141"
"8874","17194","92"
"8875","17196","92"
"8876","17198","92"
"8877","17204","185"
"8878","17210","210"
"8879","17211","92"
"8880","17212","185"
"8881","17214","92"
"8882","17216","92"
"8883","17220","92"
"8884","17224","185"
"8885","17225","92"
"8886","17226","92"
"8887","17230","92"
"8888","17236","92"
"8889","17237","92"
"8890","17243","185"
"8891","17244","185"
"8892","17244","156"
"8893","17245","92"
"8894","17246","92"
"8895","17247","92"
"8896","17250","149"
"8897","17250","118"
"8898","17250","135"
"8899","17251","92"
"8900","19254","92"
"8901","19257","92"
"8902","19258","146"
"8903","19260","76"
"8904","19261","185"
"8905","19267","92"
"8906","19268","92"
"8907","19271","92"
"8908","19276","92"
"8909","19279","92"
"8910","19284","92"
"8911","19289","219"
"8912","19295","175"
"8913","19296","92"
"8914","19300","185"
"8915","19301","194"
"8916","19302","76"
"8917","19303","146"
"8918","19304","218"
"8919","19305","67"
"8920","19305","192"
"8921","19367","185"
"8922","19367","169"
"8923","19370","185"
"8924","19370","107"
"8925","19370","111"
"8926","19374","140"
"8927","19374","185"
"8928","19374","107"
"8929","19374","121"
"8930","19376","92"
"8931","19378","92"
"8932","19381","92"
"8933","19382","118"
"8934","19382","185"
"8935","19383","168"
"8936","19383","185"
"8937","19383","121"
"8938","19383","145"
"8939","19384","92"
"8940","19387","92"
"8941","19390","89"
"8942","19392","92"
"8943","19397","92"
"8944","19405","92"
"8945","19406","92"
"8946","19407","92"
"8947","19411","92"
"8948","19420","92"
"8949","19423","92"
"8950","19426","92"
"8951","19430","92"
"8952","19432","92"
"8953","19444","156"
"8954","19444","92"
"8955","19447","169"
"8956","19447","185"
"8957","19448","185"
"8958","19448","210"
"8959","19448","59"
