"clc_id","cll_id","chd_id"
"46015","46656","2720"
"46016","46657","2664"
"46017","46658","2704"
"46018","46658","2705"
"46019","46659","2719"
"46020","46659","2720"
"46021","46661","2719"
"46022","46661","2720"
"46023","46665","2653"
"46024","46667","2653"
"46025","46668","2653"
"46026","46669","2649"
"46027","46670","2664"
"46028","46671","2653"
"46029","46672","2653"
"46030","46673","2653"
"46031","46674","2667"
"46032","46676","2498"
"46033","46677","2664"
"46034","46678","2498"
"46035","46679","2719"
"46036","46679","2720"
"46037","46680","2405"
"46038","46681","2743"
"46039","46682","2697"
"46040","46683","2649"
"46041","46684","2528"
"46042","46685","2664"
"46043","46686","2664"
"46044","46687","2498"
"46045","46688","2504"
"46046","46689","2550"
"46047","46690","2719"
"46048","46690","2720"
"46049","46692","1765"
"46050","46693","2664"
"46051","46696","2700"
"46052","46697","2664"
"46053","46698","2691"
"46054","46699","2645"
"46055","46700","2688"
"46056","46702","2282"
"46057","46702","2283"
"46058","46702","2284"
"46059","46702","2285"
"46060","46703","2766"
"46061","46704","2767"
"46062","46705","2766"
"46063","46706","2649"
"46064","46707","2560"
"46065","46707","2561"
"46066","46708","2664"
"46067","46709","2715"
"46068","46709","2716"
"46069","46710","2704"
"46070","46710","2705"
"46071","46711","2458"
"46072","46712","2653"
"46073","46713","2737"
"46074","46714","2308"
"46075","46715","2763"
"46076","46715","2764"
"46077","46716","2737"
"46078","46723","2209"
"46079","46724","1785"
"46080","46726","2664"
"46081","46731","2664"
"46082","46732","2282"
"46083","46732","2283"
"46084","46732","2284"
"46085","46732","2285"
"46086","46733","2700"
"46087","46734","2676"
"46088","46735","2743"
"46089","46737","2190"
"46090","46736","2718"
"46091","46738","2528"
"46092","46739","2649"
"46093","46740","2673"
"46094","46740","2674"
"46095","46741","2715"
"46096","46741","2716"
"46097","46742","2766"
"46098","46743","2732"
"46099","46744","2099"
"46100","46745","2179"
"46101","46745","2180"
"46102","46746","2000"
"46103","46747","2035"
"46104","46748","1384"
"46105","46748","1385"
"46106","46749","2157"
"46107","46750","2157"
"46108","46751","2436"
"46109","46752","2528"
"46110","46753","2649"
"46111","46754","2042"
"46112","46754","2043"
"46113","46755","2120"
"46114","46755","2121"
"46115","46756","2560"
"46116","46756","2561"
"46117","46757","2333"
"46118","46759","2664"
"46119","46760","2766"
"46120","46761","2190"
"46121","46762","2129"
"46122","46763","2129"
"46123","46764","2129"
"46124","46765","2664"
"46125","46768","2337"
"46126","46769","2201"
"46127","46770","2170"
"46128","46771","2089"
"46129","46772","2504"
"46130","46773","2551"
"46131","46774","2664"
"46132","46775","2719"
"46133","46775","2720"
"46134","46776","2617"
"46135","46777","2664"
"46136","46778","2649"
"46137","46779","2664"
"46138","46780","2649"
"46139","46781","2528"
"46140","46782","2664"
"46141","46783","2129"
"46142","46785","2129"
"46143","46787","2129"
"46144","46790","2129"
"46145","46793","2129"
"46146","46794","2129"
"46147","46796","2664"
"46148","46797","2426"
"46149","46798","2718"
"46150","46801","2763"
"46151","46801","2764"
"46152","46802","2719"
"46153","46802","2720"
"46154","46803","2528"
"46155","46804","2190"
"46156","46805","2528"
"46157","46807","2528"
"46158","46809","2719"
"46159","46809","2720"
"46160","46811","2528"
"46161","46813","2528"
"46162","46814","2528"
"46163","46815","2528"
"46164","46816","2649"
"46165","46817","2528"
"46166","46818","2733"
"46167","46820","2528"
"46168","46821","2528"
"46169","46822","2528"
"46170","46823","2649"
"46171","46824","2498"
"46172","46825","2528"
"46173","46827","2649"
"46174","46828","2528"
"46175","46830","2763"
"46176","46830","2764"
"46177","46832","2170"
"46178","46833","2504"
"46179","46835","2528"
"46180","46836","2763"
"46181","46836","2764"
"46182","46837","2042"
"46183","46837","2043"
"46184","46838","2719"
"46185","46838","2720"
"46186","46839","2397"
"46187","46840","2649"
"46188","46841","2614"
"46189","46843","2649"
"46190","46844","2719"
"46191","46844","2720"
"46192","46845","2664"
"46193","46848","2763"
"46194","46848","2764"
"46195","46849","2190"
"46196","46850","2528"
"46197","46851","2528"
"46198","46852","2741"
"46199","46853","2504"
"46200","46854","2664"
"46201","46855","2115"
"46202","46856","2697"
"46203","46857","2698"
"46204","46858","2744"
"46205","46859","2698"
"46206","46860","2498"
"46207","46861","2717"
"46208","46862","2718"
"46209","46863","2719"
"46210","46863","2720"
"46211","46864","2730"
"46212","46864","2731"
"46213","46865","2743"
"46214","46866","1198"
"46215","46867","2732"
"46216","46869","2528"
"46217","46870","2528"
"46218","46871","2649"
"46219","46872","2649"
"46220","46873","2649"
"46221","46874","2206"
"46222","46875","2766"
"46223","46876","2658"
"46224","46876","2659"
"46225","46877","2772"
"46226","46878","2509"
"46227","46878","2510"
"46228","46879","2190"
"46229","46880","2772"
"46230","46881","2500"
"46231","46882","2715"
"46232","46882","2716"
"46233","46883","2630"
"46234","46883","2631"
"46235","46883","2633"
"46236","46884","2500"
"46237","46885","2766"
"46238","46886","2770"
"46240","46888","2772"
"46241","46889","2691"
"46242","46890","2528"
"46243","46891","2528"
"46245","46893","2649"
"46246","46894","2528"
"46247","46895","2766"
"46248","46896","2190"
"46249","46897","2630"
"46250","46897","2631"
"46251","46897","2633"
"46252","46898","2707"
"46253","46898","2724"
"46254","46898","2725"
"46255","46899","2730"
"46256","46899","2731"
"46257","46900","2763"
"46258","46900","2764"
"46259","46901","2500"
"46260","46902","2754"
"46261","46902","2756"
"46262","46902","2757"
"46263","46903","2772"
"46264","46904","2500"
"46265","46905","2715"
"46266","46905","2716"
"46267","46906","2772"
"46268","46907","2704"
"46269","46907","2705"
"46270","46908","2715"
"46271","46908","2716"
"46272","46909","2664"
"46273","46910","2704"
"46274","46910","2705"
"46275","46911","2715"
"46276","46911","2716"
"46277","46912","2772"
"46278","46913","2772"
"46279","46914","2393"
"46280","46915","2528"
"46281","46916","2772"
"46282","46917","2673"
"46283","46917","2674"
"46284","46918","2739"
"46285","46919","2602"
"46286","46920","1638"
"46287","46921","2035"
"46288","46922","2519"
"46289","46923","2688"
"46290","46924","2766"
"46291","46925","2509"
"46292","46925","2510"
"46293","46926","2763"
"46294","46926","2764"
"46295","46927","2649"
"46296","46929","2719"
"46297","46929","2720"
"46298","46930","2528"
"46299","46931","2664"
"46300","46933","2528"
"46301","46934","2649"
"46302","46935","2743"
"46303","46936","2746"
"46304","46937","2649"
"46305","46938","2733"
"46306","46939","2772"
"46307","46940","2170"
"46308","46941","2528"
"46309","46943","2528"
"46310","46944","2528"
"46311","46947","2528"
"46312","46948","2649"
"46313","46949","2733"
"46314","46950","2700"
"46315","46951","2719"
"46316","46951","2720"
"46317","46952","2759"
"46318","46953","2528"
"46319","46954","1638"
"46320","46955","2498"
"46321","46956","2664"
"46322","46957","2649"
"46323","46958","2602"
"46324","46959","2733"
"46325","46960","2733"
"46326","46961","2763"
"46327","46961","2764"
"46328","46962","2528"
"46329","46963","2649"
"46330","46964","2719"
"46331","46964","2720"
"46332","46965","1824"
"46333","46966","2704"
"46334","46966","2705"
"46335","46967","2715"
"46336","46967","2716"
"46337","46968","2772"
"46338","46969","2436"
"46339","46970","2500"
"46340","46971","2528"
"46341","46972","2665"
"46342","46973","2766"
"46343","46975","2528"
"46344","46976","2393"
"46345","46977","2500"
"46346","46978","2528"
"46347","46979","2528"
"46348","46980","2664"
"46349","46981","2704"
"46350","46981","2705"
"46351","46982","2733"
"46352","46983","2772"
"46353","46984","2715"
"46354","46984","2716"
"46355","46985","2749"
"46356","46985","2750"
"46357","46986","2719"
"46358","46986","2720"
"46359","46987","2700"
"46360","46988","2042"
"46361","46988","2043"
"46362","46989","2393"
"46363","46990","2500"
"46364","46991","2664"
"46365","46992","2772"
"46366","46993","2700"
"46367","46994","2528"
"46368","46995","2664"
"46369","46996","2498"
"46370","46999","2664"
"46371","47000","2766"
"46372","47001","2772"
"46373","47002","2772"
"46374","47003","2704"
"46375","47003","2705"
"46376","47004","2715"
"46377","47004","2716"
"46378","47005","2676"
"46379","47007","2170"
"46380","47008","2528"
"46381","47010","2528"
"46382","47011","2664"
"46383","47013","2649"
"46384","47014","2645"
"46385","47015","2673"
"46386","47015","2674"
"46387","47016","2715"
"46388","47016","2716"
"46389","47017","2726"
"46390","47017","2727"
"46391","47018","2528"
"46392","47019","2715"
"46393","47019","2716"
"46394","47020","2772"
"46395","47021","2772"
"46396","47022","2772"
"46397","47024","2115"
"46398","47025","2649"
"46399","47026","2498"
"46400","47027","2645"
"46401","47028","2649"
"46402","47029","2741"
"46403","47030","2730"
"46404","47030","2731"
"46405","47031","2012"
"46406","47032","2528"
"46407","47033","2528"
"46408","47034","2715"
"46409","47034","2716"
"46410","47035","2649"
"46411","47036","2528"
"46412","47037","2115"
"46413","47038","2528"
"46414","47039","2528"
"46415","47043","2649"
"46416","47044","2528"
"46417","47045","2664"
"46418","47046","2294"
"46419","47048","2528"
"46420","47052","2612"
"46421","47053","2602"
"46422","47054","2719"
"46423","47054","2720"
"46424","47055","2612"
"46425","47056","2157"
"46426","47057","2736"
"46427","47058","2707"
"46428","47058","2724"
"46429","47058","2725"
"46430","47059","2697"
"46431","47060","2308"
"46432","47061","2505"
"46433","47062","2646"
"46434","47063","2713"
"46435","47063","2714"
"46436","47064","2333"
"46437","47065","2436"
"46438","47066","2474"
"46440","47068","2676"
"46441","47069","2282"
"46442","47069","2283"
"46443","47069","2284"
"46444","47069","2285"
"46445","47070","2730"
"46446","47070","2731"
"46447","47071","2649"
"46448","47072","2704"
"46449","47072","2705"
"46450","47073","2715"
"46451","47073","2716"
"46452","47074","2733"
"46453","47075","2649"
"46454","47076","2528"
"46455","47077","2715"
"46456","47077","2716"
"46457","47078","2763"
"46458","47078","2764"
"46459","47079","2763"
"46460","47079","2764"
"46461","47080","2509"
"46462","47080","2510"
"46463","47081","2730"
"46464","47081","2731"
"46465","47082","2738"
"46466","47082","2753"
"46467","47083","2772"
"46468","47084","2719"
"46469","47084","2720"
"46470","47085","2662"
"46471","47085","2663"
"46472","47086","2673"
"46473","47086","2674"
"46474","47087","2704"
"46475","47087","2705"
"46476","47088","2715"
"46477","47088","2716"
"46478","47089","2649"
"46479","47090","2739"
"46480","47091","2743"
"46481","47092","2746"
"46482","47093","1503"
"46483","47094","2649"
"46484","47096","2763"
"46485","47096","2764"
"46486","47097","2528"
"46487","47098","2664"
"46488","47100","2664"
"46489","47101","2649"
"46490","47102","2696"
"46491","47103","2653"
"46492","47104","2697"
"46493","47105","2743"
"46494","47108","2528"
"46495","47109","2649"
"46496","47110","2528"
"46497","47111","2498"
"46498","47112","2717"
"46499","47114","2190"
"46500","47115","2664"
"46501","47117","2516"
"46502","47118","2544"
"46503","47123","2478"
"46504","47124","2504"
"46505","47125","2664"
"46506","47127","2719"
"46507","47127","2720"
"46508","47128","2700"
"46509","47132","2528"
"46510","47134","2719"
"46511","47134","2720"
"46512","47138","2498"
"46513","47140","2498"
"46514","47142","2498"
"46515","47144","2035"
"46516","47145","2097"
"46517","47146","2035"
"46518","47147","2042"
"46519","47147","2043"
"46520","47148","2201"
"46521","47149","1915"
"46522","47150","2337"
"46523","47151","2504"
"46524","47152","2099"
"46525","47153","1503"
"46526","47154","2676"
"46527","47155","2282"
"46528","47155","2283"
"46529","47155","2284"
"46530","47155","2285"
"46531","47156","2282"
"46532","47156","2283"
"46533","47156","2284"
"46534","47156","2285"
"46535","47157","2282"
"46536","47157","2283"
"46537","47157","2284"
"46538","47157","2285"
"46539","47162","1915"
"46540","47163","2700"
"46541","47164","2664"
"46542","47165","2741"
"46543","47166","2645"
"46544","47167","1989"
"46545","47168","2655"
"46546","47169","2726"
"46547","47169","2727"
"46549","47171","2767"
"46550","47172","2747"
"46551","47174","2719"
"46552","47174","2720"
"46553","47175","2201"
"46554","47176","2294"
"46555","47177","2393"
"46556","47178","2500"
"46557","47180","2159"
"46558","47181","2053"
"46559","47182","1198"
"46560","47183","2719"
"46561","47183","2720"
"46562","47184","2719"
"46563","47184","2720"
"46564","47185","2719"
"46565","47185","2720"
"46566","47186","2719"
"46567","47186","2720"
"46568","47187","2719"
"46569","47187","2720"
"46570","47188","2719"
"46571","47188","2720"
"46572","47189","2719"
"46573","47189","2720"
"46574","47190","2719"
"46575","47190","2720"
"46576","47191","2719"
"46577","47191","2720"
"46578","47192","2719"
"46579","47192","2720"
"46580","47193","2719"
"46581","47193","2720"
"46582","47194","2719"
"46583","47194","2720"
"46584","47195","2719"
"46585","47195","2720"
"46586","47196","2719"
"46587","47196","2720"
"46588","47197","2719"
"46589","47197","2720"
"46590","47199","2528"
"46591","47200","2700"
"46592","47207","2012"
"46593","47209","2528"
"46594","47210","2647"
"46595","47215","2743"
"46596","47225","2719"
"46597","47225","2720"
"46598","47226","2719"
"46599","47226","2720"
"46600","47230","2282"
"46601","47230","2283"
"46602","47230","2284"
"46603","47230","2285"
"46604","47232","2656"
"46605","47233","2700"
"46606","47234","2681"
"46607","47235","2763"
"46608","47235","2764"
"46609","47236","2664"
"46610","47237","2498"
"46611","47239","2649"
"46612","47240","2733"
"46613","47241","2653"
"46614","47242","2700"
"46615","47243","2733"
"46616","47245","2649"
"46617","47247","2664"
"46618","47248","2707"
"46619","47248","2724"
"46620","47248","2725"
"46621","47249","2766"
"46622","47250","2067"
"46623","47251","2704"
"46624","47251","2705"
"46625","47252","2715"
"46626","47252","2716"
"46627","47253","2332"
"46628","47255","2568"
"46629","47255","2569"
"46630","47257","2733"
"46631","47259","2700"
"46632","47260","2099"
"46633","47261","2099"
"46634","47262","2190"
"46635","47263","1638"
"46636","47264","2602"
"46637","47265","2528"
"46638","47266","2649"
"46639","47267","2190"
"46640","47269","2763"
"46641","47269","2764"
"46642","47271","2719"
"46643","47271","2720"
"46644","47272","2528"
"46645","47275","2649"
"46646","47276","2528"
"46647","47277","2649"
"46648","47278","2528"
"46649","47279","2528"
"46650","47281","2653"
"46651","47283","2528"
"46652","47284","2528"
"46653","47285","2528"
"46654","47286","2528"
"46655","47287","2733"
"46656","47288","2664"
"46657","47289","2528"
"46658","47290","2645"
"46659","47291","2115"
"46660","47292","2528"
"46661","47293","682"
"46662","47294","2649"
"46663","47296","2719"
"46664","47296","2720"
"46665","47297","2528"
"46666","47298","1638"
"46667","47300","2190"
"46668","47301","2733"
"46669","47302","2719"
"46670","47302","2720"
"46671","47303","2763"
"46672","47303","2764"
"46673","47304","2528"
"46674","47305","2719"
"46675","47305","2720"
"46676","47306","2649"
"46677","47307","2528"
"46678","47308","2097"
"46679","47309","2733"
"46680","47311","2528"
"46681","47312","1638"
"46682","47313","2504"
"46683","47314","2719"
"46684","47314","2720"
"46685","47315","2498"
"46686","47316","2294"
"46687","47317","2719"
"46688","47317","2720"
"46689","47318","2653"
"46690","47319","2719"
"46691","47319","2720"
"46692","47320","2337"
"46693","47321","2337"
"46694","47322","2649"
"46695","47323","2759"
"46696","47325","2664"
"46697","47326","2528"
"46698","47327","2719"
"46699","47327","2720"
"46700","47328","2528"
"46701","47329","2012"
"46702","47330","2763"
"46703","47330","2764"
"46704","47331","2528"
"46705","47333","2528"
"46706","47334","2528"
"46707","47336","2528"
"46708","47337","2763"
"46709","47337","2764"
"46710","47338","2649"
"46711","47339","2664"
"46712","47340","2649"
"46713","47341","1638"
"46714","47343","2649"
"46715","47344","2498"
"46716","47345","2664"
"46717","47346","2649"
"46718","47347","2498"
"46719","47348","2649"
"46720","47349","2719"
"46721","47349","2720"
"46722","47350","2649"
"46723","47351","2528"
"46724","47352","2719"
"46725","47352","2720"
"46726","47353","2649"
"46727","47354","2528"
"46728","47355","2498"
"46729","47356","2772"
"46730","47358","2719"
"46731","47358","2720"
"46732","47359","2649"
"46733","47360","2190"
"46734","47361","2763"
"46735","47361","2764"
"46736","47362","2763"
"46737","47362","2764"
"46738","47363","2763"
"46739","47363","2764"
"46740","47367","2519"
"46741","47368","2528"
"46742","47369","2664"
"46743","47370","2528"
"46744","47371","2743"
"46745","47372","2528"
"46746","47373","2719"
"46747","47373","2720"
"46748","47375","2664"
"46749","47376","2719"
"46750","47376","2720"
"46751","47377","2159"
"46752","47380","2649"
"46753","47381","2653"
"46754","47382","2653"
"46755","47384","2653"
"46756","47385","2653"
"46757","47386","2170"
"46758","47387","2099"
"46759","47388","2614"
"46760","47389","2042"
"46761","47389","2043"
"46762","47390","2282"
"46763","47390","2283"
"46764","47390","2284"
"46765","47390","2285"
"46766","47392","1638"
"46767","47394","2664"
"46768","47395","2763"
"46769","47395","2764"
"46770","47396","2528"
"46771","47397","2649"
"46772","47398","2498"
"46773","47399","2201"
"46774","47400","2528"
"46775","47403","2763"
"46776","47403","2764"
"46777","47405","2763"
"46778","47405","2764"
"46779","47406","2528"
"46782","47408","2719"
"46783","47408","2720"
"46784","47409","2648"
"46785","47410","2776"
"46786","47411","2774"
"46787","47411","2775"
"46788","47412","2777"
"46789","47412","2778"
"46790","47413","2190"
"46791","47414","2393"
"46792","47415","2500"
"46793","47416","2645"
"46794","47417","2704"
"46795","47417","2705"
"46796","47418","2393"
"46797","47419","2436"
"46798","47420","2500"
"46799","47421","2704"
"46800","47421","2705"
"46801","47422","2715"
"46802","47422","2716"
"46803","47423","2749"
"46804","47423","2750"
"46805","47424","2308"
"46806","47425","2498"
"46807","47426","2772"
"46808","47427","2271"
"46809","47428","2271"
"46810","47429","2719"
"46811","47429","2720"
"46812","47430","2012"
"46813","47432","2772"
"46814","47433","2649"
"46815","47434","2120"
"46816","47434","2121"
"46817","47435","2649"
"46818","47437","2777"
"46819","47437","2778"
"46820","47438","2157"
"46821","47439","2777"
"46822","47439","2778"
"46823","47440","2766"
"46824","47441","2528"
"46825","47442","2776"
"46826","47443","1301"
"46827","47443","1302"
"46828","47444","1301"
"46829","47444","1302"
"46830","47445","1301"
"46831","47445","1302"
"46832","47446","1301"
"46833","47446","1302"
"46834","47447","1301"
"46835","47447","1302"
"46836","47448","2308"
"46837","47449","1301"
"46838","47449","1302"
"46839","47451","1301"
"46840","47451","1302"
"46841","47452","1301"
"46842","47452","1302"
"46843","47453","1301"
"46844","47453","1302"
"46845","47454","2707"
"46846","47454","2724"
"46847","47454","2725"
"46848","47455","2772"
"46849","47457","2528"
"46850","47458","2772"
"46851","47459","2190"
"46852","47460","2766"
"46853","47461","2500"
"46854","47462","2190"
"46855","47463","2528"
"46856","47464","2733"
"46857","47465","2589"
"46858","47466","2739"
"46859","47467","2743"
"46860","47468","2746"
"46861","47469","2649"
"46862","47471","2738"
"46863","47471","2753"
"46864","47472","2772"
"46865","47473","2767"
"46866","47474","2190"
"46867","47475","2665"
"46868","47476","2732"
"46869","47477","2271"
"46870","47478","2042"
"46871","47478","2043"
"46872","47479","2763"
"46873","47479","2764"
"46874","47480","2602"
"46875","47481","2691"
"46876","47482","2772"
"46877","47483","2102"
"46878","47483","2694"
"46879","47484","2673"
"46880","47484","2674"
"46883","47485","2704"
"46884","47485","2705"
"46885","47486","2715"
"46886","47486","2716"
"46887","47487","2649"
"46888","47488","2743"
"46889","47489","2746"
"46890","47490","2749"
"46891","47490","2750"
"46892","47491","2763"
"46893","47491","2764"
"46894","47492","682"
"46895","47493","2410"
"46896","47494","2630"
"46897","47494","2631"
"46898","47494","2633"
"46899","47495","2704"
"46900","47495","2705"
"46901","47496","2707"
"46902","47496","2724"
"46903","47496","2725"
"46904","47497","2715"
"46905","47497","2716"
"46906","47498","2743"
"46907","47500","2746"
"46908","47501","2099"
"46909","47502","2649"
"46910","47503","2766"
"46911","47504","2458"
"46916","47509","2719"
"46917","47509","2720"
"46918","47510","2734"
"46919","47510","2735"
"46920","47511","2458"
"46921","47512","2704"
"46922","47512","2705"
"46923","47513","2715"
"46924","47513","2716"
"46925","47514","2730"
"46926","47514","2731"
"46927","47515","2772"
"46928","47516","2681"
"46929","47517","2719"
"46930","47517","2720"
"46931","47518","2726"
"46932","47518","2727"
"46933","47519","2730"
"46934","47519","2731"
"46935","47520","2664"
"46936","47521","2763"
"46937","47521","2764"
"46938","47522","2664"
"46939","47523","2733"
"46940","47524","2649"
"46941","47525","2704"
"46942","47525","2705"
"46943","47526","2715"
"46944","47526","2716"
"46945","47527","2393"
"46946","47528","2500"
"46947","47529","2649"
"46948","47530","2704"
"46949","47530","2705"
"46950","47531","2715"
"46951","47531","2716"
"46952","47532","2743"
"46953","47533","2746"
"46954","47534","2282"
"46955","47534","2283"
"46956","47534","2284"
"46957","47534","2285"
"46958","47535","2393"
"46959","47536","2500"
"46960","47537","2528"
"46961","47538","2719"
"46962","47538","2720"
"46963","47539","2664"
"46964","47540","2308"
"46965","47541","2271"
"46966","47542","2649"
"46967","47543","2777"
"46968","47543","2778"
"46969","47544","2715"
"46970","47544","2716"
"46971","47545","2091"
"46972","47546","2097"
"46973","47547","2035"
"46974","47548","2719"
"46975","47548","2720"
"46976","47549","2504"
"46977","47550","2375"
"46978","47551","2664"
"46979","47552","2733"
"46980","47553","2594"
"46981","47554","2777"
"46982","47554","2778"
"46983","47555","2772"
"46984","47556","2707"
"46985","47556","2724"
"46986","47556","2725"
"46987","47557","2766"
"46988","47558","2763"
"46989","47558","2764"
"46990","47559","2308"
"46991","47560","2664"
"46992","47561","2649"
"46993","47562","2763"
"46994","47562","2764"
"46995","47564","2500"
"46996","47565","2733"
"46997","47566","2733"
"46998","47567","2733"
"46999","47568","2271"
"47000","47569","2271"
"47001","47570","2602"
"47002","47571","2097"
"47003","47573","2308"
"47004","47574","2308"
"47005","47576","2774"
"47006","47576","2775"
"47007","47577","2271"
"47008","47578","2528"
"47009","47579","2777"
"47010","47579","2778"
"47011","47580","2393"
"47012","47581","2232"
"47013","47582","2315"
"47014","47583","1739"
"47015","47583","1740"
"47016","47584","2528"
"47017","47585","2649"
"47018","47586","2746"
"47019","47587","2733"
"47021","47589","2763"
"47022","47589","2764"
"47023","47590","2649"
"47024","47591","2715"
"47025","47591","2716"
"47026","47592","2649"
"47027","47593","2042"
"47028","47593","2043"
"47029","47594","2733"
"47030","47595","2733"
"47031","47596","2733"
"47032","47597","2733"
"47033","47598","2733"
"47034","47599","2733"
"47035","47600","2308"
"47036","47601","2308"
"47037","47602","2308"
"47038","47603","2733"
"47039","47604","2550"
"47040","47605","2653"
"47041","47606","1331"
"47042","47607","2719"
"47043","47607","2720"
"47045","47609","2676"
"47046","47610","2719"
"47047","47610","2720"
"47048","47611","2099"
"47049","47612","2498"
"47050","47613","2642"
"47051","47613","2643"
"47052","47613","2644"
"47053","47614","2602"
"47054","47615","2308"
"47055","47616","2649"
"47056","47617","2664"
"47057","47618","2602"
"47058","47619","2647"
"47059","47622","2170"
"47060","47624","2190"
"47061","47625","2664"
"47062","47626","2616"
"47063","47627","2042"
"47064","47627","2043"
"47065","47628","2271"
"47066","47629","2664"
"47067","47630","1638"
"47068","47633","2649"
"47069","47634","2733"
"47070","47635","2719"
"47071","47635","2720"
"47072","47636","2719"
"47073","47636","2720"
"47074","47637","2308"
"47075","47638","2498"
"47076","47639","2719"
"47077","47639","2720"
"47078","47640","2035"
"47079","47641","2097"
"47080","47642","2733"
"47081","47643","2282"
"47082","47643","2283"
"47083","47643","2284"
"47084","47643","2285"
"47085","47644","2271"
"47086","47645","2120"
"47087","47645","2121"
"47088","47646","2308"
"47089","47647","2476"
"47090","47648","2564"
"47091","47649","2405"
"47092","47650","2664"
"47093","47651","2637"
"47094","47651","2638"
"47095","47652","2719"
"47096","47652","2720"
"47097","47653","2763"
"47098","47653","2764"
"47099","47654","2719"
"47100","47654","2720"
"47101","47655","1524"
"47102","47657","2719"
"47103","47657","2720"
"47104","47572","2759"
"47105","47658","2664"
"47106","47659","2664"
"47107","47660","2733"
"47108","47661","2528"
"47109","47666","2544"
"47110","47668","2099"
"47111","47670","2456"
"47112","47672","2664"
"47113","47673","2653"
"47114","47675","2614"
"47115","47676","2647"
"47116","47678","2649"
"47117","47679","2337"
"47118","47680","2649"
"47119","47681","2528"
"47120","47682","2649"
"47121","47683","2653"
"47122","47685","2763"
"47123","47685","2764"
"47124","47686","2120"
"47125","47686","2121"
"47126","47687","2120"
"47127","47687","2121"
"47128","47690","2509"
"47129","47690","2510"
"47130","47691","2704"
"47131","47691","2705"
"47132","47692","2715"
"47133","47692","2716"
"47134","47693","2772"
"47135","47694","2774"
"47136","47695","2776"
"47137","47696","2782"
"47138","47697","2730"
"47139","47697","2731"
"47140","47698","2763"
"47141","47698","2764"
"47142","47699","2514"
"47143","47700","2730"
"47144","47700","2731"
"47145","47701","2733"
"47146","47702","2021"
"47147","47703","2091"
"47148","47704","2333"
"47149","47705","2461"
"47150","47706","2474"
"47151","47707","2664"
"47152","47708","2671"
"47153","47708","2672"
"47154","47709","2734"
"47155","47709","2735"
"47156","47710","2719"
"47157","47710","2720"
"47158","47711","2458"
"47159","47712","2704"
"47160","47712","2705"
"47161","47713","2715"
"47162","47713","2716"
"47163","47714","2772"
"47164","47715","2782"
"47165","47716","2592"
"47166","47717","2782"
"47167","47718","2592"
"47168","47719","2772"
"47169","47720","2594"
"47170","47721","2777"
"47171","47721","2778"
"47172","47722","2772"
"47173","47723","2719"
"47174","47723","2720"
"47175","47724","2500"
"47176","47725","2664"
"47177","47726","2498"
"47178","47727","2733"
"47179","47728","2271"
"47180","47729","2451"
"47181","47730","2271"
"47182","47731","2308"
"47183","47732","2653"
"47184","47733","1757"
"47185","47734","2733"
"47186","47735","2099"
"47187","47736","2733"
"47188","47738","2719"
"47189","47738","2720"
"47190","47740","2664"
"47191","47742","2120"
"47192","47742","2121"
"47193","47743","2780"
"47194","47745","2042"
"47195","47745","2043"
"47196","47746","2664"
"47197","47747","2649"
"47198","47748","2664"
"47199","47749","2282"
"47200","47749","2283"
"47201","47749","2284"
"47202","47749","2285"
"47203","47750","2308"
"47204","47751","2129"
"47205","47753","2733"
"47206","47754","2664"
"47207","47756","2601"
"47208","47757","2405"
"47209","47758","2719"
"47210","47758","2720"
"47211","47759","2730"
"47212","47759","2731"
"47213","47760","2695"
"47214","47761","2642"
"47215","47761","2643"
"47216","47761","2644"
"47217","47762","2774"
"47218","47763","2772"
"47219","47764","2664"
"47220","47765","2190"
"47221","47766","2170"
"47222","47767","2766"
"47223","47768","2767"
"47224","47769","2509"
"47225","47769","2510"
"47226","47770","2664"
"47227","47771","2673"
"47228","47771","2674"
"47229","47772","2704"
"47230","47772","2705"
"47231","47773","2715"
"47232","47773","2716"
"47233","47774","2308"
"47234","47775","2664"
"47235","47776","2181"
"47236","47777","2115"
"47237","47778","2115"
"47238","47779","2772"
"47239","47780","2664"
"47240","47781","2774"
"47241","47782","2190"
"47242","47783","2783"
"47243","47783","2784"
"47244","47784","2514"
"47245","47785","2740"
"47246","47786","2746"
"47247","47787","2780"
"47248","47788","2782"
"47249","47789","2102"
"47250","47789","2694"
"47251","47790","2509"
"47252","47790","2510"
"47253","47791","2630"
"47254","47791","2631"
"47255","47791","2633"
"47256","47792","2645"
"47257","47793","2673"
"47258","47793","2674"
"47259","47794","2102"
"47260","47794","2694"
"47261","47795","2704"
"47262","47795","2705"
"47263","47796","2715"
"47264","47796","2716"
"47265","47797","2726"
"47266","47797","2727"
"47267","47798","2772"
"47268","47799","2774"
"47269","47800","2774"
"47270","47801","2704"
"47271","47801","2705"
"47272","47802","2707"
"47273","47802","2724"
"47274","47802","2725"
"47275","47803","2630"
"47276","47803","2631"
"47277","47803","2633"
"47278","47804","2673"
"47279","47804","2674"
"47280","47805","2763"
"47281","47805","2764"
"47282","47806","2704"
"47283","47806","2705"
"47284","47807","2715"
"47285","47807","2716"
"47286","47808","2772"
"47287","47809","2592"
"47288","47810","2763"
"47289","47810","2764"
"47290","47816","2308"
"47291","47817","2308"
"47292","47818","2042"
"47293","47818","2043"
"47294","47819","1709"
"47295","47821","2528"
"47296","47827","2772"
"47297","47829","2528"
"47298","47830","2035"
"47299","47831","1709"
