"clc_id","cll_id","chd_id"
"524","158","1600"
"525","159","1601"
"526","160","351"
"527","161","632"
"528","161","633"
"529","162","1653"
"530","163","1459"
"531","164","1435"
"532","700","1646"
"533","700","1647"
"534","700","1648"
"535","701","1461"
"536","702","1655"
"537","703","1594"
"538","703","1595"
"539","704","1323"
"540","705","601"
"541","706","1645"
"542","707","310"
"543","708","1392"
"544","709","1656"
"545","710","1418"
"546","711","1628"
"547","712","1554"
"548","713","1292"
"549","714","1636"
"550","714","1637"
"551","714","1638"
"552","715","1618"
"553","715","1629"
"554","716","1641"
"555","717","1651"
"556","717","1652"
"557","718","1340"
"558","719","1670"
"559","719","1671"
"560","720","1332"
"561","720","1333"
"562","720","1334"
"563","2616","1280"
"564","2617","510"
"565","2618","1133"
"566","2619","1315"
"567","2620","1451"
"568","2621","838"
"569","2622","704"
"570","2623","1319"
"571","2624","1399"
"572","2625","1057"
"573","2626","1356"
"574","2627","410"
"575","2628","1238"
"576","2629","1642"
"577","2630","1605"
"578","2631","1635"
"579","2632","1407"
"580","2633","1608"
"581","2634","1632"
"582","2635","1231"
"583","2636","1348"
"584","2637","1515"
"585","2638","1547"
"586","2639","1550"
"587","2640","1531"
"588","2641","1291"
"589","1236","1459"
"590","1237","1404"
"591","1237","1405"
"592","165","1364"
"593","166","502"
"594","167","1357"
"595","168","1439"
"596","721","1110"
"597","722","1603"
"598","723","1551"
"599","724","1591"
"600","725","1337"
"601","726","1653"
"602","727","1392"
"603","728","1588"
"604","729","1460"
"605","730","1500"
"606","731","1547"
"607","732","1502"
"608","733","1507"
"609","734","1682"
"610","1797","1678"
"611","1798","1564"
"612","1798","1565"
"613","2642","1392"
"614","1795","746"
"615","1149","1645"
"616","1150","1502"
"617","1792","1110"
"618","1412","1110"
"619","1413","1678"
"620","1414","1681"
"621","1415","1338"
"622","1416","1678"
"623","1417","1672"
"624","1418","1675"
"625","1418","1676"
"626","1419","1679"
"627","1420","1680"
"628","1421","1681"
"629","1422","1337"
"630","2224","1338"
"631","2225","1678"
"632","2226","1672"
"633","2647","1681"
"634","2227","1498"
"635","2228","1134"
"636","2229","1398"
"637","2230","1495"
"638","2231","1535"
"639","2231","1536"
"640","2643","1555"
"641","2643","1556"
"642","2644","1459"
"643","2645","1547"
"644","2646","1537"
"645","2646","1538"
"646","2006","1337"
"647","325","838"
"648","326","1678"
"649","327","1231"
"650","328","1537"
"651","328","1538"
"652","329","1480"
"653","329","1481"
"654","329","1482"
"655","2221","1675"
"656","2221","1676"
"657","2222","1681"
"658","2223","1337"
"659","1793","1451"
"660","1794","502"
"661","170","1678"
"662","2648","1338"
"663","2649","1435"
"664","913","1338"
"665","180","1252"
"666","180","1253"
"667","181","1443"
"668","181","1444"
"669","182","1527"
"670","182","1528"
"671","182","1529"
"672","183","1681"
"673","184","1670"
"674","184","1671"
"675","2356","1461"
"676","747","1537"
"677","747","1538"
"678","2357","1480"
"679","2357","1481"
"680","2357","1482"
"681","2358","1459"
"682","2359","1618"
"683","2359","1629"
"684","2360","1672"
"685","2361","1680"
"686","2362","1675"
"687","2362","1676"
"688","2363","1678"
"689","2364","1338"
"690","2365","1271"
"691","2365","1375"
"692","2365","1587"
"693","185","1680"
"694","2355","1696"
"695","2355","1697"
"696","171","1418"
"697","172","1435"
"698","174","1260"
"699","175","1158"
"700","175","1159"
"701","175","1160"
"702","175","1161"
"703","176","1030"
"704","176","1031"
"705","177","1675"
"706","177","1676"
"707","178","1424"
"708","178","1425"
"709","178","1534"
"710","179","1471"
"711","179","1472"
"712","179","1473"
"713","1356","1110"
"714","746","1681"
"715","2320","601"
"716","2321","1448"
"717","2322","889"
"718","2323","932"
"719","2324","906"
"720","2324","1365"
"721","2325","1460"
"722","2326","1591"
"723","186","1681"
"724","2354","1429"
"725","739","1186"
"726","740","1684"
"727","741","1691"
"728","320","1683"
"729","321","1674"
"730","322","1602"
"731","322","1604"
"732","1908","1495"
"733","2373","351"
"734","2374","906"
"735","2374","1365"
"736","2375","1682"
"737","2304","1337"
"738","323","1431"
"739","324","1461"
"740","1353","1602"
"741","1353","1604"
"742","2305","1338"
"743","2306","1461"
"744","2307","1675"
"745","2307","1676"
"746","2308","1337"
"747","2309","1260"
"748","2310","1601"
"749","2311","1584"
"750","2312","1517"
"751","2313","1653"
"752","2314","1495"
"753","2372","1495"
"754","742","1602"
"755","742","1604"
"756","743","1684"
"757","187","1691"
"758","188","1674"
"759","189","1681"
"760","2369","1602"
"761","2369","1604"
"762","2370","1537"
"763","2370","1538"
"764","2371","1739"
"765","2371","1740"
"766","443","109"
"767","444","318"
"768","445","203"
"769","446","139"
"770","447","88"
"771","448","239"
"772","991","53"
"773","991","261"
"774","2052","44"
"775","2757","44"
"776","461","344"
"777","1","40"
"778","2","308"
"779","1542","83"
"780","1542","84"
"781","3","344"
"782","2758","308"
"783","2759","83"
"784","2759","84"
"785","2760","31"
"786","4","344"
"787","1084","124"
"788","1534","111"
"789","1534","112"
"790","1535","209"
"791","1535","212"
"792","1535","214"
"793","1536","57"
"794","1537","60"
"795","1538","30"
"796","1539","56"
"797","1540","25"
"798","1541","36"
"799","1541","37"
"800","5","382"
"801","5","383"
"802","2761","365"
"803","2762","382"
"804","2762","383"
"805","2763","387"
"806","2764","57"
"807","2765","342"
"808","2766","375"
"809","2767","157"
"810","1564","175"
"811","1565","375"
"812","449","28"
"813","450","269"
"814","451","31"
"815","452","67"
"816","453","57"
"817","454","306"
"818","6","378"
"819","6","380"
"820","7","365"
"821","2051","30"
"822","2768","375"
"823","2769","251"
"824","2770","41"
"825","455","328"
"826","455","329"
"827","456","382"
"828","456","383"
"829","2771","62"
"830","2772","344"
"831","2773","167"
"832","2773","168"
"833","2774","361"
"834","2775","419"
"835","457","161"
"836","457","162"
"837","457","163"
"838","458","31"
"839","1549","382"
"840","1549","383"
"841","1550","399"
"842","1551","398"
"843","1552","387"
"844","1553","400"
"845","459","401"
"846","460","345"
"847","460","346"
"848","460","347"
"849","2779","398"
"850","2780","399"
"851","2781","402"
"852","2782","419"
"853","2783","40"
"854","2784","124"
"855","2785","153"
"856","1543","175"
"857","1544","265"
"858","1545","224"
"859","1546","88"
"860","1547","218"
"861","1548","41"
"862","2776","176"
"863","2777","398"
"864","2778","400"
"865","1074","49"
"866","2040","398"
"867","1082","44"
"868","8","208"
"869","9","275"
"870","10","186"
"871","10","187"
"872","11","382"
"873","11","383"
"874","12","269"
"875","13","399"
"876","14","398"
"877","15","405"
"878","16","419"
"879","2047","218"
"880","467","438"
"881","441","308"
"882","442","109"
"883","2042","441"
"884","2043","373"
"885","2044","118"
"886","2044","119"
"887","2045","422"
"888","2045","423"
"889","2045","424"
"890","1075","422"
"891","1075","423"
"892","1075","424"
"893","1076","239"
"894","1077","399"
"895","1560","382"
"896","1560","383"
"897","1561","109"
"898","1562","83"
"899","1562","84"
"900","1563","109"
"901","2041","118"
"902","2041","119"
"903","989","440"
"904","990","442"
"905","1073","389"
"906","1566","425"
"907","1566","426"
"908","1567","118"
"909","1567","119"
"910","440","442"
"911","1083","400"
"912","2786","440"
"913","2787","442"
"914","2048","328"
"915","2048","329"
"916","2049","67"
"917","2050","399"
"918","20","402"
"919","1559","464"
"920","1098","431"
"921","1098","432"
"922","1099","31"
"923","2032","464"
"924","17","441"
"925","18","442"
"926","19","442"
"927","1554","128"
"928","1555","361"
"929","1556","440"
"930","1557","442"
"931","439","464"
"932","463","442"
"933","464","431"
"934","464","432"
"935","465","463"
"936","466","464"
"937","2789","275"
"938","2790","68"
"939","2790","69"
"940","2790","70"
"941","2791","328"
"942","2791","329"
"943","2792","344"
"944","2793","382"
"945","2793","383"
"946","2794","463"
"947","2795","464"
"948","1078","120"
"949","1079","275"
"950","1080","361"
"951","1081","463"
"952","2788","251"
"953","2033","502"
"954","473","434"
"955","473","435"
"956","474","497"
"957","1097","434"
"958","1097","435"
"959","1524","458"
"960","1525","269"
"961","426","436"
"962","427","361"
"963","428","165"
"964","429","369"
"965","429","370"
"966","1100","271"
"967","1101","361"
"968","1102","436"
"969","22","497"
"970","23","434"
"971","23","435"
"972","2031","447"
"973","2031","453"
"974","1093","528"
"975","468","57"
"976","469","49"
"977","1103","528"
"978","430","457"
"979","431","464"
"980","432","400"
"981","433","109"
"982","434","152"
"983","435","465"
"984","435","466"
"985","471","528"
"986","2039","434"
"987","2039","435"
"988","437","458"
"989","2034","442"
"990","2035","440"
"991","2036","361"
"992","2037","510"
"993","2038","528"
"994","476","464"
"995","1095","511"
"996","1095","512"
"997","1096","528"
"998","424","528"
"999","1526","464"
"1000","1527","463"
"1001","2799","442"
"1002","24","174"
"1003","25","107"
"1004","25","108"
"1005","26","434"
"1006","26","435"
"1007","1528","510"
"1008","1529","465"
"1009","1529","466"
"1010","1530","442"
"1011","1531","441"
"1012","1094","434"
"1013","1094","435"
"1014","1521","534"
"1015","1522","509"
"1016","1523","532"
"1017","2016","517"
"1018","2017","532"
"1019","1088","450"
"1020","1088","451"
"1021","1089","517"
"1022","1518","530"
"1023","1518","531"
"1024","1519","532"
"1025","1520","537"
"1026","1520","538"
"1027","2803","532"
"1028","478","503"
"1029","479","457"
"1030","480","390"
"1031","480","391"
"1032","481","528"
"1033","482","334"
"1034","483","434"
"1035","483","435"
"1036","484","497"
"1037","485","491"
"1038","486","492"
"1039","487","510"
"1040","488","567"
"1041","489","474"
"1042","489","475"
"1043","490","254"
"1044","491","474"
"1045","491","475"
"1046","492","554"
"1047","493","502"
"1048","494","567"
"1049","1532","478"
"1050","1532","479"
"1051","1533","535"
"1052","1533","536"
"1053","496","503"
"1054","497","551"
"1055","497","552"
"1056","1517","607"
"1057","2018","478"
"1058","2018","479"
"1059","2019","535"
"1060","2019","536"
"1061","2020","112"
"1062","1090","554"
"1063","1091","529"
"1064","423","503"
"1065","1516","514"
"1066","2021","254"
"1067","2022","503"
"1068","2023","554"
"1069","2024","576"
"1070","1510","464"
"1071","1092","532"
"1072","2029","447"
"1073","2029","453"
"1074","1515","54"
"1075","2025","486"
"1076","2026","601"
"1077","2027","594"
"1078","2028","112"
"1079","1513","474"
"1080","1513","475"
"1081","1514","527"
"1082","422","614"
"1083","422","615"
"1084","28","585"
"1085","28","586"
"1086","29","577"
"1087","30","597"
"1088","2030","112"
"1089","2801","361"
"1090","2802","271"
"1091","501","508"
"1092","502","614"
"1093","502","615"
"1094","2011","56"
"1095","2012","377"
"1096","2013","458"
"1097","2014","510"
"1098","503","510"
"1099","504","450"
"1100","504","451"
"1101","505","537"
"1102","505","538"
"1103","506","112"
"1104","1511","591"
"1105","1511","592"
"1106","1512","447"
"1107","1512","453"
"1108","500","623"
"1109","1086","626"
"1110","1087","620"
"1111","1507","503"
"1112","1508","31"
"1113","2015","623"
"1114","498","112"
"1115","499","361"
"1116","1509","543"
"1117","988","532"
"1118","31","112"
"1119","32","620"
"1120","33","628"
"1121","507","535"
"1122","507","536"
"1123","508","543"
"1124","509","83"
"1125","509","84"
"1126","421","628"
"1127","1085","398"
"1128","34","543"
"1129","35","607"
"1130","36","608"
"1131","37","664"
"1132","510","533"
"1133","511","566"
"1134","512","607"
"1135","2010","620"
"1136","1638","628"
"1137","1639","422"
"1138","1639","423"
"1139","1640","607"
"1140","1641","608"
"1141","1642","659"
"1142","1642","660"
"1143","1643","442"
"1144","1644","436"
"1145","1645","619"
"1146","1646","607"
"1147","1647","537"
"1148","1647","538"
"1149","38","608"
"1150","2056","608"
"1151","2057","593"
"1152","517","554"
"1153","418","609"
"1154","418","610"
"1155","419","525"
"1156","420","628"
"1157","2060","442"
"1158","1107","682"
"1159","1108","683"
"1160","1634","106"
"1161","1635","668"
"1162","1636","544"
"1163","1636","545"
"1164","1637","607"
"1165","2059","599"
"1166","1650","511"
"1167","1650","512"
"1168","2058","597"
"1169","1104","254"
"1170","1105","622"
"1171","1106","608"
"1172","39","442"
"1173","40","361"
"1174","41","619"
"1175","42","431"
"1176","417","443"
"1177","417","444"
"1178","1651","543"
"1179","1120","544"
"1180","1120","545"
"1181","513","630"
"1182","514","543"
"1183","985","537"
"1184","985","538"
"1185","986","544"
"1186","986","545"
"1187","43","643"
"1188","2054","687"
"1189","2055","699"
"1190","1626","528"
"1191","1627","554"
"1192","1628","597"
"1193","1629","608"
"1194","1630","560"
"1195","1631","442"
"1196","1632","619"
"1197","1633","543"
"1198","515","659"
"1199","515","660"
"1200","1121","659"
"1201","1121","660"
"1202","516","572"
"1203","49","675"
"1204","984","714"
"1205","984","715"
"1206","2009","543"
"1207","1125","613"
"1208","46","685"
"1209","47","682"
"1210","48","703"
"1211","1109","686"
"1212","1110","662"
"1213","1111","643"
"1214","1112","597"
"1215","44","409"
"1216","44","410"
"1217","45","640"
"1218","45","641"
"1219","45","642"
"1220","1113","574"
"1221","1114","685"
"1222","1115","686"
"1223","1116","643"
"1224","1117","700"
"1225","1118","712"
"1226","1118","713"
"1227","1119","699"
"1228","2053","699"
"1229","518","470"
"1230","518","471"
"1231","983","613"
"1232","50","699"
"1233","51","688"
"1234","519","719"
"1235","1460","643"
"1236","2064","644"
"1237","2065","645"
"1238","982","718"
"1239","2066","714"
"1240","2066","715"
"1241","2067","603"
"1242","2067","604"
"1243","2067","605"
"1244","2068","640"
"1245","2068","641"
"1246","2068","642"
"1247","2069","703"
"1248","2070","718"
"1249","2071","716"
"1250","2072","714"
"1251","2072","715"
"1252","1122","112"
"1253","1123","700"
"1254","1124","613"
"1255","407","686"
"1256","408","689"
"1257","409","654"
"1258","409","655"
"1259","410","674"
"1260","411","409"
"1261","411","410"
"1262","412","422"
"1263","412","423"
"1264","413","517"
"1265","414","620"
"1266","415","682"
"1267","2073","640"
"1268","2073","641"
"1269","2073","642"
"1270","1157","543"
"1271","1158","442"
"1272","520","611"
"1273","521","399"
"1274","1159","591"
"1275","1159","592"
"1276","1160","544"
"1277","1160","545"
"1278","1161","472"
"1279","1161","473"
"1280","1162","619"
"1281","1163","442"
"1282","1164","528"
"1283","406","564"
"1284","406","565"
"1285","1621","640"
"1286","1621","641"
"1287","1621","642"
"1288","1622","427"
"1289","1622","428"
"1290","1622","429"
"1291","1622","430"
"1292","1623","560"
"1293","522","688"
"1294","52","409"
"1295","52","410"
"1296","53","382"
"1297","53","383"
"1298","2061","640"
"1299","2061","641"
"1300","2061","642"
"1301","1126","409"
"1302","1126","410"
"1303","54","399"
"1304","2063","640"
"1305","2063","641"
"1306","2063","642"
"1307","967","680"
"1308","967","681"
"1309","968","544"
"1310","968","545"
"1311","969","42"
"1312","969","43"
"1313","970","415"
"1314","970","416"
"1315","970","417"
"1316","971","603"
"1317","971","604"
"1318","971","605"
"1319","972","712"
"1320","972","713"
"1321","973","350"
"1322","973","351"
"1323","973","352"
"1324","974","659"
"1325","974","660"
"1326","975","465"
"1327","975","466"
"1328","976","505"
"1329","977","530"
"1330","977","531"
"1331","978","594"
"1332","979","112"
"1333","980","386"
"1334","981","613"
"1335","1624","640"
"1336","1624","641"
"1337","1624","642"
"1338","1625","716"
"1339","55","464"
"1340","56","344"
"1341","57","543"
"1342","58","317"
"1343","1620","695"
"1344","1620","696"
"1345","1620","697"
"1346","1620","698"
"1347","2062","622"
"1348","1568","695"
"1349","1568","696"
"1350","1568","697"
"1351","1568","698"
"1352","59","734"
"1353","60","194"
"1354","2093","442"
"1355","2094","510"
"1356","2095","528"
"1357","2096","700"
"1358","2097","718"
"1359","1131","470"
"1360","1131","471"
"1361","1132","112"
"1362","1133","725"
"1363","1134","128"
"1364","1135","663"
"1365","1596","597"
"1366","1597","112"
"1367","1598","386"
"1368","2087","557"
"1369","2088","543"
"1370","2089","611"
"1371","400","128"
"1372","401","687"
"1373","402","398"
"1374","403","611"
"1375","404","728"
"1376","405","719"
"1377","2090","640"
"1378","2090","641"
"1379","2090","642"
"1380","2091","695"
"1381","2091","696"
"1382","2091","697"
"1383","2091","698"
"1384","2092","470"
"1385","2092","471"
"1386","1136","344"
"1387","1576","626"
"1388","1577","682"
"1389","1578","442"
"1390","1579","112"
"1391","1580","613"
"1392","1581","464"
"1393","1582","654"
"1394","1582","655"
"1395","1583","688"
"1396","1584","622"
"1397","1585","231"
"1398","1586","611"
"1399","1587","613"
"1400","1588","640"
"1401","1588","641"
"1402","1588","642"
"1403","1589","663"
"1404","1590","689"
"1405","1591","695"
"1406","1591","696"
"1407","1591","697"
"1408","1591","698"
"1409","1592","701"
"1410","1592","702"
"1411","1593","727"
"1412","1594","766"
"1413","1595","781"
"1414","1595","782"
"1415","1463","128"
"1416","1464","737"
"1417","2098","714"
"1418","2098","715"
"1419","1569","535"
"1420","1569","536"
"1421","1570","659"
"1422","1570","660"
"1423","1571","689"
"1424","1572","640"
"1425","1572","641"
"1426","1572","642"
"1427","1573","714"
"1428","1573","715"
"1429","1574","645"
"1430","1575","716"
"1431","965","780"
"1432","525","780"
"1433","526","783"
"1434","964","780"
"1435","527","780"
"1436","1465","528"
"1437","61","755"
"1438","62","756"
"1439","63","780"
"1440","64","783"
"1441","65","776"
"1442","66","704"
"1443","67","721"
"1444","68","567"
"1445","69","806"
"1446","69","807"
"1447","966","756"
"1448","70","438"
"1449","71","626"
"1450","72","747"
"1451","2078","442"
"1452","2079","755"
"1453","2080","780"
"1454","1601","755"
"1455","73","597"
"1456","530","640"
"1457","530","641"
"1458","530","642"
"1459","530","833"
"1460","523","543"
"1461","524","792"
"1462","524","793"
"1463","1127","755"
"1464","1128","442"
"1465","1129","518"
"1466","1130","668"
"1467","2099","779"
"1468","2100","773"
"1469","2101","815"
"1470","1602","251"
"1471","531","780"
"1472","532","537"
"1473","532","538"
"1474","533","515"
"1475","2082","747"
"1476","1612","194"
"1477","1599","640"
"1478","1599","641"
"1479","1599","642"
