"fss_id","fam_id","ssv_id"
"1658","32985","40"
"1660","32985","50"
"1661","26635","10"
"1663","542","50"
"1664","32703","10"
"1668","33145","40"
"1669","33145","80"
"1670","33145","30"
"1672","33145","50"
"1673","33146","40"
"1674","33146","80"
"1675","33146","30"
"1677","33146","50"
"1678","31273","10"
"1683","31448","10"
"1684","33236","50"
"1685","33254","30"
"1686","22887","20"
"1688","28547","110"
"1690","33326","50"
"1696","33367","40"
"1697","33367","80"
"1698","33367","30"
"1700","33367","50"
"1701","32767","10"
"1702","32991","10"
"1703","17233","110"
"1709","20533","110"
"1710","32674","110"
"1711","33483","110"
"1712","27087","110"
"1713","31908","110"
"1714","33484","110"
"1716","31301","110"
"1717","21352","110"
"1718","32830","10"
"1719","27538","10"
"1720","23566","10"
"1721","28888","10"
"1722","28223","10"
"1724","30552","10"
"1725","29395","10"
"1732","17210","110"
"1733","33767","50"
"1734","31568","110"
"1735","33837","40"
"1737","33925","30"
"1740","33954","10"
"1741","33991","40"
"1742","33991","20"
"1743","33991","50"
"1744","33993","30"
"1746","33993","50"
"1747","33995","10"
"1761","34658","30"
"1763","34658","50"
"1764","34663","50"
"1771","22020","20"
"1774","35174","10"
"1775","35271","10"
"1777","35490","40"
"1778","35490","30"
"1779","35491","40"
"1780","35491","30"
"1781","35722","40"
"1782","35722","30"
"1783","35739","40"
"1784","35739","30"
"1785","35747","80"
"1786","35747","30"
"1788","35752","40"
"1789","35752","50"
"1790","35781","40"
"1791","35781","30"
"1794","35878","10"
"1795","23414","10"
"1797","36236","30"
"1801","36453","110"
"1802","36454","110"
"1803","36456","110"
"1805","36474","10"
"1806","36545","30"
"1807","36655","10"
"1809","36732","50"
"1812","18085","20"
"1813","31872","30"
"1814","17709","40"
"1815","29227","40"
"1818","17382","40"
"1822","36946","10"
"1823","36967","110"
"1828","35685","10"
"1829","29912","20"
"1833","23812","10"
"1836","23290","20"
"1837","29760","20"
"1838","18589","20"
"1839","27116","20"
"1840","4032","20"
"1841","17187","20"
"1842","30417","10"
"1843","28907","10"
"1844","8083","10"
"1845","32720","10"
"1846","29474","10"
"1847","29227","10"
"1848","24013","10"
"1849","27213","10"
"1850","27991","10"
"1853","19621","10"
"1857","23691","10"
"1858","32248","10"
"1859","21751","10"
"1860","26721","10"
"1861","36816","10"
"1862","34048","10"
"1863","28085","10"
"1864","28337","10"
"1865","11705","10"
"1866","24348","10"
"1867","33505","10"
"1868","24796","10"
"1869","27549","10"
"1870","32646","10"
"1871","12142","10"
"1872","21229","10"
"1873","27791","10"
"1874","14203","10"
"1875","8338","10"
"1876","32301","10"
"1877","29393","10"
"1878","25942","10"
"1879","34063","10"
"1880","24664","10"
"1881","34305","10"
"1882","23548","10"
"1883","26564","10"
"1884","29894","10"
"1885","30323","10"
"1886","830","10"
"1889","16841","20"
"1891","15460","20"
"1892","17382","20"
"1893","37301","40"
"1894","37301","50"
"1896","35231","10"
"1898","37576","10"
"1899","37578","10"
"1900","32538","10"
"1901","30911","20"
"1902","37215","10"
"1903","30624","10"
"1904","37728","10"
"1905","37739","20"
"1906","37739","50"
"1907","37831","10"
"1908","38062","10"
"1909","21382","20"
"1910","34634","10"
"1911","34634","50"
"1912","38240","30"
"1913","38254","30"
"1914","38256","30"
"1915","38257","10"
"1916","36166","50"
"1917","36552","10"
"1918","33143","10"
"1920","38341","40"
"1921","38341","50"
"1922","38385","50"
"1927","38423","20"
"1928","38427","20"
"1929","38077","10"
"1930","38494","10"
"1931","38496","10"
"1932","38497","10"
"1933","38457","10"
"1934","38457","50"
"1935","37495","10"
"1936","37495","50"
"1937","32182","10"
"1938","32182","50"
"1939","27530","10"
"1940","27530","50"
"1941","37916","10"
"1942","36705","10"
"1943","35674","10"
"1944","37564","10"
"1945","38498","10"
"1946","29227","20"
"1947","37995","10"
"1948","38618","50"
"1949","28210","20"
"1950","38845","10"
"1951","38846","10"
"1952","38845","50"
"1953","37525","10"
"1954","37525","50"
"1955","38905","50"
"1956","38914","10"
"1957","37665","10"
"1958","32720","20"
"1959","38962","10"
"1960","38966","30"
"1961","38974","50"
"1962","38992","10"
"1963","39009","20"
"1964","39010","10"
"1965","39048","50"
"1966","37589","10"
"1967","37589","50"
"1968","39124","30"
"1969","39124","20"
"1970","39124","50"
"1971","39126","10"
"1972","39127","10"
"1973","39131","10"
"1974","29452","20"
"1976","36540","10"
"1977","39198","20"
"1978","35602","50"
"1979","35602","10"
"1980","39247","10"
"1981","39250","10"
"1982","39313","40"
"1984","39313","50"
"1985","39365","10"
"1986","39391","40"
"1988","39425","30"
"1989","39447","10"
"1990","39448","10"
"1991","39452","10"
"1992","39470","30"
"1993","39470","20"
"1994","39470","50"
"1995","39471","30"
"1996","39471","20"
"1997","39471","50"
"1998","39502","10"
"1999","39516","10"
"2000","39516","50"
"2001","39542","10"
"2002","38915","10"
"2003","38915","50"
"2004","27006","40"
"2006","39435","10"
"2007","25017","100"
"2008","25017","40"
"2009","25017","110"
"2010","39778","10"
"2011","39831","10"
"2012","33070","10"
"2013","33070","50"
"2015","35578","50"
"2016","39858","50"
"2017","39645","50"
"2018","39658","50"
"2019","39669","50"
"2020","7000","50"
"2021","39874","10"
"2022","39878","10"
"2023","32840","50"
"2024","39647","50"
"2025","39687","50"
"2026","39880","50"
"2027","39883","50"
"2028","39905","10"
"2031","14816","100"
"2032","14927","100"
"2034","26776","100"
"2035","39604","10"
"2036","39604","50"
"2037","39959","50"
"2038","37461","50"
"2039","40021","10"
"2040","38961","50"
"2041","19126","50"
"2042","39761","50"
"2043","39921","50"
"2044","37072","50"
"2045","40093","40"
"2046","40093","30"
"2048","36762","50"
"2049","40107","10"
"2050","39429","50"
"2051","40095","50"
"2052","38394","50"
"2053","40132","10"
"2054","40132","50"
"2055","34878","30"
"2056","34878","20"
"2057","40104","50"
"2058","40140","10"
"2059","40140","50"
"2060","40124","50"
"2061","40129","50"
"2062","40006","10"
"2063","40006","50"
"2064","40172","50"
"2065","40104","10"
"2066","28547","20"
"2067","38919","50"
"2068","37532","10"
"2069","37532","50"
"2070","39719","50"
"2071","25080","20"
"2072","39832","10"
"2074","39832","50"
"2075","39909","50"
"2076","39902","50"
"2077","39892","50"
"2078","39905","50"
"2079","40254","10"
"2080","40254","50"
"2081","40267","20"
"2082","40268","20"
"2083","38151","50"
"2084","40320","50"
"2086","39526","10"
"2087","37964","20"
"2088","33407","20"
"2089","39378","10"
"2090","40375","20"
"2091","40386","10"
"2092","40387","50"
"2093","40390","40"
"2095","40390","50"
"2096","40039","50"
"2097","25730","10"
"2098","25730","50"
"2099","40411","10"
"2100","40411","50"
"2101","40416","10"
"2102","40416","50"
"2103","39445","50"
"2105","40484","20"
"2106","40485","20"
"2107","40486","10"
"2108","40486","50"
"2109","40493","50"
"2110","40517","40"
"2111","40517","30"
"2112","40112","10"
"2113","40112","50"
"2114","40553","20"
"2115","40573","50"
"2116","40580","10"
"2117","40592","10"
"2118","40592","50"
"2119","40601","10"
"2120","40601","50"
"2121","40626","10"
"2122","40628","10"
"2123","40636","10"
"2124","40636","50"
"2125","40637","10"
"2126","40637","50"
"2127","40640","20"
"2129","40701","10"
"2130","40701","50"
"2131","40763","10"
"2132","40764","10"
"2133","3316","40"
"2135","32603","40"
"2136","32603","20"
"2137","37929","40"
"2138","37929","20"
"2139","39299","10"
"2140","39299","50"
"2141","40775","20"
"2142","40787","10"
"2143","40787","50"
"2144","36816","100"
"2145","36816","20"
"2146","28886","100"
"2147","28886","20"
"2148","27130","100"
"2150","34048","100"
"2152","29395","100"
"2154","37916","100"
"2155","37916","20"
"2156","40811","40"
"2157","40811","30"
"2158","37564","40"
"2159","37564","20"
"2160","34662","100"
"2162","27538","100"
"2163","34064","50"
"2164","40879","50"
"2167","40500","50"
"2168","39378","50"
"2169","39943","50"
"2170","35155","20"
"2171","35155","50"
"2172","35155","100"
"2173","36924","10"
"2174","36924","50"
"2175","24104","100"
"2176","24104","20"
"2177","32812","50"
"2178","32812","10"
"2179","6337","100"
"2180","6337","20"
"2181","40959","10"
"2182","40959","50"
"2183","33407","40"
"2184","40648","50"
"2185","40980","50"
"2186","40981","40"
"2187","40981","10"
"2188","40981","20"
"2189","40982","40"
"2190","40982","10"
"2191","40982","20"
"2195","40984","40"
"2196","40984","10"
"2197","40984","20"
"2199","41030","10"
"2200","41030","50"
"2201","39798","50"
"2202","40916","50"
"2203","41118","10"
"2204","41118","20"
"2205","28503","10"
"2206","28503","20"
"2207","28503","50"
"2208","1384","40"
"2209","41133","100"
"2210","41133","10"
"2211","41162","40"
"2212","41162","50"
"2213","41177","50"
"2214","41178","50"
"2215","41179","50"
"2216","41213","10"
"2217","41255","10"
"2218","41263","10"
"2219","41263","50"
"2220","40625","10"
"2221","40625","50"
"2222","39629","50"
"2223","41276","30"
"2224","41282","10"
"2225","41282","50"
"2226","41283","10"
"2227","41283","50"
"2228","41302","50"
"2229","41309","10"
"2230","41309","50"
"2231","40573","10"
"2232","41353","40"
"2234","41460","10"
"2235","41462","10"
"2236","41467","10"
"2237","41483","50"
"2238","41484","50"
"2239","41485","50"
"2240","41479","50"
"2241","41495","50"
"2242","41521","50"
"2243","37380","10"
"2244","27538","20"
"2245","22377","20"
"2246","41314","10"
"2247","41314","50"
"2248","37380","50"
"2249","41494","50"
"2250","37144","50"
"2251","33410","20"
"2252","38017","10"
"2253","37870","50"
"2256","41627","50"
"2257","41704","10"
"2258","41705","10"
"2259","41725","10"
"2260","38144","20"
"2261","41770","50"
"2262","41779","10"
"2264","41836","10"
"2265","41836","50"
"2266","41847","20"
"2267","41931","10"
"2268","41621","50"
"2269","41103","10"
"2270","41968","100"
"2273","41968","50"
"2274","41975","40"
"2275","41975","50"
"2276","41978","10"
"2277","41094","10"
"2278","29636","20"
"2279","30249","20"
"2280","33176","20"
"2281","3489","10"
"2283","27170","20"
"2284","28179","20"
"2285","11705","20"
"2286","23414","20"
"2287","37888","10"
"2288","37888","20"
"2289","23548","20"
"2290","2690","20"
"2291","37487","20"
"2293","39586","10"
"2294","37961","10"
"2295","39663","10"
"2296","40453","10"
"2297","40558","10"
"2298","38187","10"
"2299","40583","10"
"2300","40839","10"
"2301","32316","10"
"2302","42042","40"
"2303","42042","50"
"2304","42043","10"
"2305","39298","50"
"2307","42081","10"
"2308","42081","50"
"2309","42088","10"
"2310","42088","50"
"2311","42095","10"
"2312","42095","50"
"2313","42098","10"
"2314","42098","50"
"2315","42106","50"
"2316","39298","10"
"2317","24832","20"
"2318","27006","20"
"2319","17577","20"
"2320","928","20"
"2321","25357","20"
"2322","18978","20"
"2323","16472","20"
"2324","25017","20"
"2325","42124","50"
"2327","42136","50"
"2328","42137","50"
"2329","39324","10"
"2330","39324","50"
"2331","11690","20"
"2332","11690","30"
"2333","42156","10"
"2334","34889","10"
"2335","34889","50"
"2336","42170","10"
"2337","42170","50"
"2338","35578","10"
"2339","24525","100"
"2340","24525","110"
"2341","24525","30"
"2342","42171","10"
"2343","12376","100"
"2344","12376","30"
"2345","12376","20"
"2346","40294","10"
"2347","42213","100"
"2348","42213","20"
"2349","42222","10"
"2350","34377","40"
"2351","34377","30"
"2352","34377","20"
"2353","38696","10"
"2354","42224","50"
"2355","37441","100"
"2356","37441","20"
"2357","40799","50"
"2358","42242","50"
"2359","42245","20"
"2360","42246","50"
"2361","42248","20"
"2362","41634","10"
"2363","41634","50"
"2364","42283","10"
"2365","42283","50"
"2366","41077","10"
"2367","41077","50"
"2368","3316","20"
"2369","42298","50"
"2370","42331","10"
"2371","42331","50"
"2372","42354","10"
"2373","42354","50"
"2374","42362","50"
"2375","42363","50"
"2376","42367","10"
"2377","42367","20"
"2378","42157","50"
"2379","41780","10"
"2380","35178","100"
"2381","35178","20"
"2382","42376","100"
"2383","42410","10"
"2384","42410","50"
"2385","42374","10"
"2386","42374","50"
"2387","28705","110"
"2388","28705","20"
"2389","42415","110"
"2390","42415","20"
"2391","32836","20"
"2392","42312","50"
"2393","42310","50"
"2394","42404","50"
"2395","42319","50"
"2396","40086","50"
"2397","40180","50"
"2398","42456","10"
"2399","42456","50"
"2400","42360","50"
"2401","42040","10"
"2402","42040","50"
"2403","42473","50"
"2404","42494","50"
"2405","42497","100"
"2406","42497","30"
"2407","42497","20"
"2408","42498","100"
"2409","42498","30"
"2410","42498","20"
"2411","42531","10"
"2412","42531","50"
"2413","42546","50"
"2414","42447","10"
"2415","42447","50"
"2416","42550","10"
"2417","42574","10"
"2418","42454","10"
"2419","42454","50"
"2420","42586","50"
"2421","37498","50"
"2422","42605","50"
"2423","41103","20"
"2424","21955","10"
"2425","40478","50"
"2426","42651","10"
"2427","42651","50"
"2428","42652","10"
"2429","42652","50"
"2430","42542","50"
"2431","42683","10"
"2432","42685","10"
"2433","42686","10"
"2434","42686","50"
"2435","42691","10"
"2436","42691","50"
"2437","42697","10"
"2438","42698","10"
"2439","42718","50"
"2440","42738","10"
"2441","42738","50"
"2442","42753","10"
"2443","42753","50"
"2444","42763","10"
"2445","42763","50"
"2446","42777","50"
"2447","31449","20"
"2448","42474","10"
"2449","42474","50"
"2452","42814","10"
"2453","42814","50"
"2454","42845","50"
"2455","42883","50"
"2456","42884","50"
"2457","39526","20"
"2458","26528","20"
"2459","35602","20"
"2460","27130","10"
"2461","39999","10"
"2462","41770","10"
"2463","41785","10"
"2464","40064","10"
"2465","42783","10"
"2466","42783","50"
"2467","36341","10"
"2468","35582","20"
"2469","39492","10"
"2470","41496","10"
"2471","42907","50"
"2472","22636","10"
"2473","42909","50"
"2474","41002","10"
"2475","42933","50"
"2476","36977","50"
"2477","42959","50"
"2478","42970","50"
"2479","39674","10"
"2480","42980","50"
"2481","42982","50"
"2482","42822","10"
"2483","42471","10"
"2484","41094","50"
"2485","42986","50"
"2486","42987","50"
"2487","43012","10"
"2488","43012","50"
"2489","43020","50"
"2490","41494","10"
"2491","43029","10"
"2492","43034","10"
"2493","43047","10"
"2494","43047","50"
"2495","43055","10"
"2496","43103","10"
"2497","43103","50"
"2498","42664","50"
"2499","35112","20"
"2500","42958","10"
"2501","42958","50"
"2502","43141","10"
"2503","43173","50"
"2504","43126","50"
"2505","37910","50"
"2506","43141","50"
"2507","41246","50"
"2508","43228","10"
"2509","43260","10"
"2510","43260","50"
"2511","43271","30"
"2512","43319","10"
"2513","43320","10"
"2514","43322","10"
"2515","43323","20"
"2516","43361","10"
"2517","35843","20"
"2518","43369","10"
"2519","43369","50"
"2520","43379","50"
"2521","35327","20"
"2522","38119","20"
"2523","42647","10"
"2524","41652","10"
"2525","38402","10"
"2526","8928","10"
"2527","43001","10"
"2528","42972","10"
"2529","42887","10"
"2530","42757","10"
"2531","43150","10"
"2532","36588","10"
"2533","12360","20"
"2534","19404","20"
"2535","29726","20"
