"frp_id","fam_id","rce_id"
"1000","20","3"
"1001","21","3"
"1002","32","3"
"1003","33","3"
"1004","34","2"
"1005","34","3"
"1006","34","4"
"1007","34","10"
"1008","34","13"
"1009","35","3"
"1010","35","10"
"1011","36","1"
"1012","36","2"
"1013","36","3"
"1014","36","4"
"1015","36","5"
"1016","36","6"
"1017","36","7"
"1018","36","8"
"1019","36","9"
"1020","36","10"
"1021","36","11"
"1022","36","12"
"1023","36","13"
"1024","36","14"
"1025","36","15"
"1027","38","1"
"1028","38","2"
"1029","38","3"
"1030","38","4"
"1031","38","5"
"1032","38","6"
"1033","38","7"
"1034","38","8"
"1035","38","9"
"1036","38","10"
"1037","38","11"
"1038","38","12"
"1039","38","13"
"1040","38","14"
"1041","38","15"
"1042","39","1"
"1043","40","3"
"1044","41","3"
"1045","42","3"
"1046","43","3"
"1047","43","4"
"1048","44","3"
"1049","45","3"
"1050","50","3"
"1051","50","4"
"1052","50","13"
"1053","51","1"
"1054","51","2"
"1055","51","3"
"1056","51","4"
"1057","51","5"
"1058","51","6"
"1059","51","7"
"1060","51","8"
"1061","51","9"
"1062","51","10"
"1063","51","11"
"1064","51","12"
"1065","51","13"
"1066","51","14"
"1067","51","15"
"1068","53","1"
"1069","53","3"
"1070","53","4"
"1071","54","1"
"1072","54","7"
"1073","54","8"
"1074","55","3"
"1075","56","1"
"1076","56","2"
"1077","56","3"
"1078","56","4"
"1079","56","5"
"1080","57","1"
"1081","57","7"
"1082","58","1"
"1083","59","3"
"1086","62","3"
"1087","63","3"
"1088","64","3"
"1089","65","3"
"1090","66","3"
"1094","68","1"
"1095","68","7"
"1096","69","3"
"1097","70","2"
"1098","70","3"
"1099","70","4"
"1100","71","3"
"1101","72","1"
"1102","72","2"
"1103","72","3"
"1104","72","4"
"1105","72","5"
"1106","72","6"
"1107","72","7"
"1108","72","8"
"1109","72","9"
"1110","72","10"
"1111","72","11"
"1112","72","12"
"1113","72","13"
"1114","72","14"
"1115","72","15"
"1116","72","16"
"1117","75","7"
"1118","75","8"
"1119","76","6"
"1120","76","7"
"1121","76","8"
"1122","77","3"
"1123","78","2"
"1124","78","3"
"1125","78","4"
"1126","79","1"
"1127","80","7"
"1128","81","1"
"1129","81","2"
"1130","81","3"
"1131","81","4"
"1132","81","5"
"1133","81","6"
"1134","81","7"
"1135","81","8"
"1136","81","9"
"1137","81","10"
"1138","81","11"
"1139","81","12"
"1140","81","13"
"1141","81","14"
"1142","81","15"
"1143","81","16"
"1144","82","3"
"1145","83","2"
"1146","83","3"
"1147","83","4"
"1148","83","10"
"1149","83","11"
"1150","83","13"
"1152","86","3"
"1153","87","3"
"1154","88","13"
"1155","89","3"
"1156","90","1"
"1157","90","2"
"1158","90","3"
"1159","90","4"
"1160","90","5"
"1161","90","6"
"1162","90","7"
"1163","90","8"
"1164","90","9"
"1165","90","10"
"1166","90","11"
"1167","90","12"
"1168","90","13"
"1169","90","14"
"1170","90","15"
"1171","90","16"
"1172","91","3"
"1173","91","4"
"1174","92","3"
"1175","93","3"
"1176","93","4"
"1177","93","13"
"1178","94","3"
"1179","94","10"
"1180","94","13"
"1181","95","3"
"1182","96","1"
"1183","96","2"
"1184","96","3"
"1185","96","4"
"1186","96","5"
"1187","96","6"
"1188","96","7"
"1189","96","8"
"1190","96","9"
"1191","96","10"
"1192","96","11"
"1193","96","12"
"1194","96","13"
"1195","96","14"
"1196","96","15"
"1197","96","16"
"1198","97","3"
"1199","97","7"
"1200","98","2"
"1201","98","3"
"1202","98","10"
"1203","99","1"
"1204","99","2"
"1205","99","3"
"1206","99","4"
"1207","99","5"
"1208","99","6"
"1209","99","7"
"1210","99","8"
"1211","99","9"
"1212","99","10"
"1213","99","11"
"1214","99","12"
"1215","99","13"
"1216","99","14"
"1217","99","15"
"1218","99","16"
"1219","100","3"
"1220","102","3"
"1221","103","1"
"1222","103","2"
"1223","103","3"
"1224","103","4"
"1225","103","5"
"1226","103","6"
"1227","103","7"
"1228","103","8"
"1229","103","9"
"1230","103","10"
"1231","103","11"
"1232","103","12"
"1233","103","13"
"1234","103","14"
"1235","103","15"
"1236","103","16"
"1240","105","1"
"1241","105","2"
"1242","105","3"
"1243","105","4"
"1244","105","5"
"1245","105","6"
"1246","105","7"
"1247","105","8"
"1248","105","9"
"1249","105","10"
"1250","105","11"
"1251","105","12"
"1252","105","13"
"1253","105","14"
"1254","105","15"
"1255","105","16"
"1256","106","1"
"1257","106","2"
"1258","106","4"
"1259","106","5"
"1260","106","7"
"1261","107","2"
"1262","107","3"
"1263","107","4"
"1264","107","7"
"1265","107","13"
"1266","108","4"
"1267","108","13"
"1268","109","3"
"1269","109","13"
"1270","110","7"
"1271","111","3"
"1272","111","13"
"1273","112","1"
"1274","112","4"
"1275","112","7"
"1278","114","1"
"1279","114","3"
"1280","114","7"
"1281","115","2"
"1282","115","3"
"1283","115","4"
"1284","116","7"
"1285","117","13"
"1287","119","1"
"1288","119","2"
"1289","119","3"
"1290","119","4"
"1291","119","5"
"1292","119","6"
"1293","119","7"
"1294","119","8"
"1295","119","9"
"1296","119","10"
"1297","119","11"
"1298","119","12"
"1299","119","13"
"1300","119","14"
"1301","119","15"
"1302","119","16"
"1303","120","2"
"1304","120","3"
"1305","120","4"
"1306","121","2"
"1307","121","3"
"1308","121","7"
"1309","121","13"
"1310","122","1"
"1311","122","7"
"1312","123","1"
"1313","124","3"
"1314","125","1"
"1315","125","7"
"1316","126","2"
"1317","126","3"
"1318","126","4"
"1319","126","10"
"1320","126","13"
"1321","127","1"
"1322","129","1"
"1323","129","2"
"1324","129","3"
"1325","129","4"
"1326","129","5"
"1327","129","6"
"1328","129","7"
"1329","129","8"
"1330","129","9"
"1331","129","10"
"1332","129","11"
"1333","129","12"
"1334","129","13"
"1335","129","14"
"1336","129","15"
"1337","129","16"
"1338","130","3"
"1339","130","4"
"1340","130","13"
"1341","131","1"
"1342","132","3"
"1343","133","3"
"1344","133","7"
"1345","134","3"
"1346","135","1"
"1347","135","2"
"1348","135","3"
"1349","135","4"
"1350","135","6"
"1351","135","7"
"1352","135","8"
"1353","135","10"
"1354","135","11"
"1355","135","12"
"1356","135","13"
"1357","135","16"
"1358","136","1"
"1359","136","3"
"1360","136","4"
"1361","136","7"
"1362","136","8"
"1363","136","10"
"1364","136","11"
"1365","136","13"
"1366","136","16"
"1367","137","3"
"1368","139","3"
"1369","140","3"
"1370","141","3"
"1371","141","4"
"1372","141","7"
"1373","141","8"
"1374","141","13"
"1375","142","3"
"1376","143","3"
"1377","143","4"
"1378","144","3"
"1379","145","3"
"1380","146","3"
"1381","147","1"
"1382","149","1"
"1383","150","3"
"1384","150","4"
"1385","151","3"
"1386","152","3"
"1387","153","1"
"1388","153","7"
"1389","153","8"
"1390","154","1"
"1391","154","7"
"1392","154","8"
"1393","155","7"
"1394","156","3"
"1395","157","9"
"1396","158","1"
"1397","158","4"
"1398","158","7"
"1399","158","8"
"1400","159","3"
"1401","160","3"
"1402","161","1"
"1403","162","3"
"1404","162","13"
"1405","163","1"
"1406","164","3"
"1407","164","4"
"1408","164","7"
"1409","164","8"
"1410","164","13"
"1411","165","3"
"1412","165","7"
"1413","166","1"
"1414","166","7"
"1415","167","1"
"1416","167","2"
"1417","167","3"
"1418","167","4"
"1419","167","5"
"1420","167","6"
"1421","167","7"
"1422","167","8"
"1423","167","9"
"1424","167","10"
"1425","167","11"
"1426","167","12"
"1427","167","14"
"1428","167","15"
"1429","167","16"
"1430","168","1"
"1431","169","3"
"1432","169","4"
"1433","170","7"
"1434","170","13"
"1435","171","3"
"1436","172","3"
"1437","173","3"
"1438","175","4"
"1439","176","4"
"1440","176","14"
"1441","177","2"
"1442","177","3"
"1443","177","4"
"1444","177","10"
"1445","177","13"
"1449","179","3"
"1450","180","3"
"1451","181","1"
"1452","181","2"
"1453","181","3"
"1454","181","4"
"1455","182","3"
"1456","197","3"
"1457","201","2"
"1458","201","3"
"1459","201","10"
"1460","202","1"
"1461","202","2"
"1462","202","3"
"1463","202","4"
"1464","202","5"
"1465","202","6"
"1466","202","7"
"1467","202","8"
"1468","202","9"
"1469","202","10"
"1470","202","11"
"1471","202","12"
"1472","202","13"
"1473","202","14"
"1474","202","15"
"1475","202","16"
"1476","208","3"
"1477","209","1"
"1478","209","2"
"1479","209","3"
"1480","209","4"
"1481","209","5"
"1482","209","6"
"1483","209","7"
"1484","209","8"
"1485","209","9"
"1486","209","10"
"1487","209","11"
"1488","209","12"
"1489","209","13"
"1490","209","14"
"1491","209","15"
"1492","209","16"
"1493","231","4"
"1494","239","3"
"1495","239","10"
"1496","239","13"
"1497","240","1"
"1498","240","4"
"1499","240","7"
"1500","240","8"
"1501","240","13"
"1502","244","3"
"1519","256","1"
"1520","256","2"
"1521","256","3"
"1522","256","4"
"1523","256","5"
"1524","256","6"
"1525","256","7"
"1526","256","8"
"1527","256","9"
"1528","256","10"
"1529","256","11"
"1530","256","12"
"1531","256","13"
"1532","256","14"
"1533","256","15"
"1534","256","16"
"1535","265","3"
"1536","273","2"
"1537","273","3"
"1538","273","4"
"1539","287","1"
"1540","287","2"
"1541","287","3"
"1542","287","4"
"1543","287","5"
"1544","287","6"
"1545","287","7"
"1546","287","8"
"1547","287","9"
"1548","287","10"
"1549","287","11"
"1550","287","12"
"1551","287","13"
"1552","287","14"
"1553","287","15"
"1554","287","16"
"1555","289","1"
"1556","289","2"
"1557","289","3"
"1558","289","4"
"1559","289","5"
"1560","289","6"
"1561","289","7"
"1562","289","8"
"1563","289","9"
"1564","289","10"
"1565","289","11"
"1566","289","12"
"1567","289","13"
"1568","289","14"
"1569","289","15"
"1570","289","16"
"1571","294","1"
"1572","294","3"
"1573","294","5"
"1574","294","7"
"1575","294","9"
"1576","294","14"
"1577","295","3"
"1578","296","3"
"1579","296","4"
"1580","296","13"
"1581","297","4"
"1582","325","3"
"1583","325","4"
"1584","325","7"
"1585","325","13"
"1586","327","3"
"1587","327","4"
"1588","327","13"
"1589","328","3"
"1590","329","4"
"1591","329","8"
"1592","329","11"
"1593","329","13"
"1594","329","15"
"1595","332","3"
"1596","332","4"
"1597","332","13"
"1598","334","1"
"1599","334","2"
"1600","334","3"
"1601","334","4"
"1602","334","5"
"1603","334","6"
"1604","334","7"
"1605","334","8"
"1606","334","9"
"1607","334","10"
"1608","334","11"
"1609","334","12"
"1610","334","13"
"1611","334","14"
"1612","334","15"
"1613","334","16"
"1614","336","3"
"1615","336","7"
"1616","336","10"
"1617","336","13"
"1618","350","3"
"1619","363","3"
"1620","377","3"
"1621","381","3"
"1622","381","4"
"1623","381","10"
"1624","381","13"
"1625","388","3"
"1626","388","4"
"1627","388","13"
"1628","389","4"
"1629","389","13"
"1630","390","2"
"1631","390","4"
"1632","390","8"
"1633","390","11"
"1634","391","4"
"1635","392","4"
"1636","393","4"
"1637","394","7"
"1638","394","13"
"1639","395","3"
"1640","395","4"
"1641","395","13"
"1642","396","3"
"1643","396","4"
"1644","399","3"
"1645","399","4"
"1646","399","8"
"1647","399","13"
"1648","408","3"
"1649","416","3"
"1650","423","1"
"1651","423","6"
"1652","423","7"
"1653","423","8"
"1654","423","9"
"1655","428","3"
"1656","435","3"
"1673","451","3"
"1674","453","2"
"1675","453","3"
"1676","453","4"
"1677","453","5"
"1678","453","9"
"1679","453","10"
"1680","453","11"
"1681","453","12"
"1682","453","13"
"1683","453","14"
"1684","467","3"
"1685","467","4"
"1686","467","13"
"1687","478","2"
"1688","478","3"
"1689","478","10"
"1690","479","3"
"1691","491","3"
"1692","494","4"
"1693","496","3"
"1694","514","3"
"1695","514","4"
"1696","514","5"
"1697","514","13"
"1698","514","14"
"1699","514","15"
"1700","517","3"
"1701","517","4"
"1702","517","13"
"1703","542","1"
"1704","542","2"
"1705","542","3"
"1706","542","4"
"1707","542","5"
"1708","542","6"
"1709","542","7"
"1710","542","8"
"1711","542","9"
"1712","542","10"
"1713","542","11"
"1714","542","12"
"1715","542","13"
"1716","542","14"
"1717","542","15"
"1718","542","16"
"1719","548","1"
"1720","548","2"
"1721","548","3"
"1722","548","4"
"1723","548","5"
"1724","548","6"
"1725","548","7"
"1726","548","8"
"1727","548","9"
"1728","548","10"
"1729","548","11"
"1730","548","12"
"1731","548","13"
"1732","548","14"
"1733","548","15"
"1734","548","16"
"1736","573","4"
"1737","593","2"
"1738","593","3"
"1739","593","10"
"1740","603","2"
"1741","603","3"
"1743","613","3"
"1744","625","1"
"1745","625","2"
"1746","625","3"
"1747","625","4"
"1748","625","5"
"1749","625","6"
"1750","625","7"
"1751","625","8"
"1752","625","9"
"1753","625","10"
"1754","625","11"
"1755","625","12"
"1756","625","13"
"1757","625","14"
"1758","625","15"
"1759","625","16"
"1760","637","7"
"1761","659","3"
"1762","659","13"
"1763","661","1"
"1764","661","2"
"1765","661","3"
"1766","661","4"
"1767","661","5"
"1768","661","6"
"1769","661","7"
"1770","661","8"
"1771","661","9"
"1772","661","10"
"1773","661","11"
"1774","661","12"
"1775","661","13"
"1776","661","14"
"1777","661","15"
"1778","661","16"
"1779","687","3"
"1780","711","1"
"1781","711","2"
"1782","711","3"
"1783","711","4"
"1784","711","5"
"1785","711","6"
"1786","711","7"
"1787","711","8"
"1788","711","9"
"1789","711","10"
"1790","711","11"
"1791","711","12"
"1792","711","13"
"1793","711","14"
"1794","711","15"
"1795","711","16"
"1796","715","2"
"1797","715","3"
"1798","715","4"
"1799","715","5"
"1800","715","10"
"1801","715","11"
"1802","715","12"
"1803","715","13"
"1804","715","14"
"1805","715","15"
"1811","764","1"
"1812","764","2"
"1813","764","3"
"1814","764","4"
"1815","764","5"
"1816","764","6"
"1817","764","7"
"1818","764","8"
"1819","764","9"
"1820","764","10"
"1821","764","11"
"1822","764","12"
"1823","764","13"
"1824","764","14"
"1825","764","15"
"1826","764","16"
"1827","772","3"
"1828","780","1"
"1829","780","7"
"1830","782","1"
"1831","782","7"
"1832","782","8"
"1833","864","3"
"1834","881","1"
"1835","881","2"
"1836","881","3"
"1837","881","4"
"1838","881","5"
"1839","881","6"
"1840","881","7"
"1841","881","8"
"1842","881","9"
"1843","881","10"
"1844","881","11"
"1845","881","12"
"1846","881","13"
"1847","881","14"
"1848","881","15"
"1849","881","16"
"1850","885","3"
"1851","885","16"
"1852","886","3"
"1853","887","3"
"1854","897","1"
"1855","897","6"
"1856","897","7"
"1857","897","8"
"1858","897","9"
"1862","913","3"
"1863","918","3"
"1864","919","1"
"1865","919","7"
"1866","928","3"
"1867","956","1"
"1868","956","2"
"1869","956","3"
"1870","956","4"
"1871","956","5"
"1872","956","6"
"1873","956","7"
"1874","956","8"
"1875","956","9"
"1876","956","10"
"1877","956","11"
"1878","956","12"
"1879","956","13"
"1880","956","14"
"1881","956","15"
"1882","956","16"
"1891","979","1"
"1892","979","2"
"1893","979","3"
"1894","979","4"
"1895","979","5"
"1896","979","7"
"1897","979","8"
"1898","979","10"
"1899","979","11"
"1900","979","13"
"1901","979","14"
"1902","982","1"
"1903","982","7"
"1904","989","2"
"1905","989","3"
"1906","989","4"
"1907","989","10"
"1908","989","13"
"1909","993","1"
"1910","993","2"
"1911","993","3"
"1912","993","4"
"1913","993","5"
"1914","993","7"
"1915","993","8"
"1916","993","9"
"1917","993","10"
"1918","993","11"
"1919","993","12"
"1920","993","13"
"1921","993","14"
"1922","993","15"
"1923","993","16"
"1926","1028","3"
"1927","1030","3"
"1928","1031","3"
"1929","1032","1"
"1930","1032","2"
"1931","1032","3"
"1932","1032","4"
"1933","1032","7"
"1934","1032","10"
"1935","1032","13"
"1936","1033","3"
"1937","1034","4"
"1938","1034","8"
"1939","1034","11"
"1940","1034","13"
"1941","1034","15"
"1942","1088","1"
"1943","1088","2"
"1944","1088","3"
"1945","1088","4"
"1946","1088","5"
"1947","1088","6"
"1948","1088","7"
"1949","1088","8"
"1950","1088","9"
"1951","1088","10"
"1952","1088","11"
"1953","1088","12"
"1954","1088","13"
"1955","1088","14"
"1956","1088","15"
"1957","1088","16"
"1958","1089","1"
"1959","1089","2"
"1960","1089","3"
"1961","1089","4"
"1962","1089","5"
"1963","1089","6"
"1964","1089","7"
"1965","1089","8"
"1966","1089","9"
"1967","1089","10"
"1968","1089","11"
"1969","1089","12"
"1970","1089","13"
"1971","1089","14"
"1972","1089","15"
"1973","1089","16"
"1974","1093","3"
"1975","1098","3"
"1976","1098","7"
"1977","1098","13"
"1978","1101","1"
"1979","1101","2"
"1980","1101","3"
"1981","1101","4"
"1982","1101","7"
"1983","1101","13"
"1984","1106","1"
"1985","1106","2"
"1986","1106","3"
"1987","1106","4"
"1988","1106","7"
"1989","1106","10"
"1990","1106","13"
"1991","1108","4"
"1992","1159","1"
"1993","1186","3"
"2010","1232","1"
"2011","1232","2"
"2012","1232","3"
"2013","1232","4"
"2014","1232","5"
"2015","1232","6"
"2016","1232","7"
"2017","1232","8"
"2018","1232","9"
"2019","1232","10"
"2020","1232","11"
"2021","1232","12"
"2022","1232","13"
"2023","1232","14"
"2024","1232","15"
"2025","1232","16"
"2026","1236","3"
"2027","1236","4"
"2028","1236","13"
"2029","1237","1"
"2030","1237","2"
"2031","1237","3"
"2032","1237","4"
"2033","1237","5"
"2034","1237","6"
"2035","1237","7"
"2036","1237","8"
"2037","1237","9"
"2038","1237","10"
"2039","1237","11"
"2040","1237","12"
"2041","1237","13"
"2042","1237","14"
"2043","1237","15"
"2044","1237","16"
"2045","1238","16"
"2046","1254","3"
"2047","1254","4"
"2048","1254","7"
"2049","1254","13"
"2050","1282","3"
"2051","1282","7"
"2052","1282","10"
"2053","1282","11"
"2054","1293","1"
"2055","1293","2"
"2056","1293","3"
"2057","1293","4"
"2058","1293","5"
"2059","1293","6"
"2060","1293","7"
"2061","1293","8"
"2062","1293","9"
"2063","1293","10"
"2064","1293","11"
"2065","1293","12"
"2066","1293","13"
"2067","1293","14"
"2068","1293","15"
"2069","1293","16"
"2070","1336","3"
"2071","1354","3"
"2072","1356","1"
"2073","1356","2"
"2074","1356","3"
"2075","1356","4"
"2076","1356","5"
"2077","1356","6"
"2078","1356","7"
"2079","1356","8"
"2080","1356","9"
"2081","1356","10"
"2082","1356","11"
"2083","1356","12"
"2084","1356","13"
"2085","1356","14"
"2086","1356","15"
"2087","1356","16"
"2092","1372","3"
"2093","1372","13"
"2094","1375","2"
"2095","1375","3"
"2096","1375","4"
"2097","1375","5"
"2098","1375","10"
"2099","1375","11"
"2100","1375","12"
"2101","1375","13"
"2102","1375","14"
"2103","1375","15"
"2104","1404","3"
"2105","1405","1"
"2106","1405","2"
"2107","1405","3"
"2108","1405","4"
"2109","1405","5"
"2110","1405","6"
"2111","1405","7"
"2112","1405","8"
"2113","1405","9"
"2114","1405","10"
"2115","1405","11"
"2116","1405","12"
"2117","1405","13"
"2118","1405","14"
"2119","1405","15"
"2120","1405","16"
"2121","1427","3"
"2122","1427","10"
"2123","1427","13"
"2124","1427","14"
"2125","1430","2"
"2126","1430","3"
"2127","1430","4"
"2134","1435","13"
"2136","1445","3"
"2137","1445","4"
"2138","1455","1"
"2139","1455","2"
"2140","1455","3"
"2141","1455","4"
"2142","1455","5"
"2143","1455","6"
"2144","1455","7"
"2145","1455","8"
"2146","1455","9"
"2147","1455","10"
"2148","1455","11"
"2149","1455","12"
"2150","1455","13"
"2151","1455","14"
"2152","1455","15"
"2153","1455","16"
"2171","1509","1"
"2172","1510","3"
"2173","1511","3"
"2174","1511","7"
"2175","1511","10"
"2176","1511","13"
"2177","1511","14"
"2178","1512","2"
"2179","1512","3"
"2180","1512","4"
"2181","1512","7"
"2182","1512","13"
"2183","1513","4"
"2185","1524","3"
"2186","1525","2"
"2187","1525","3"
"2188","1525","4"
"2189","1525","10"
"2190","1526","1"
"2191","1526","2"
"2192","1526","4"
"2193","1526","6"
"2194","1526","8"
"2195","1527","3"
"2196","1527","4"
"2197","1527","5"
"2198","1527","7"
"2199","1527","13"
"2200","1527","14"
"2201","1570","2"
"2202","1570","3"
"2203","1570","4"
"2204","1570","10"
"2205","1570","11"
"2206","1570","13"
"2207","1587","1"
"2208","1587","3"
"2209","1587","7"
"2210","1587","13"
"2211","1597","3"
"2212","1597","7"
"2213","1597","10"
"2214","1597","13"
"2215","1597","14"
"2216","1662","1"
"2217","1662","2"
"2218","1662","3"
"2219","1662","4"
"2220","1662","6"
"2221","1662","7"
"2222","1662","8"
"2223","1662","9"
"2224","1662","10"
"2225","1662","13"
"2226","1662","14"
"2227","1662","16"
"2228","1690","2"
"2229","1690","3"
"2230","1690","10"
"2231","1784","3"
"2232","1791","3"
"2233","1791","4"
"2234","1791","13"
"2235","1813","1"
"2236","1813","6"
"2237","1813","7"
"2238","1813","8"
"2239","1813","9"
"2240","1870","1"
"2241","1870","2"
"2242","1870","3"
"2243","1870","4"
"2244","1870","5"
"2245","1870","6"
"2246","1870","7"
"2247","1870","8"
"2248","1870","9"
"2249","1870","10"
"2250","1870","13"
"2251","1885","1"
"2252","1885","2"
"2253","1885","3"
"2254","1885","4"
"2255","1885","5"
"2256","1885","6"
"2257","1885","7"
"2258","1885","8"
"2259","1885","9"
"2260","1885","10"
"2261","1885","11"
"2262","1885","12"
"2263","1885","13"
"2264","1885","14"
"2265","1885","15"
"2266","1885","16"
"2268","1929","3"
"2269","1929","4"
"2270","1929","13"
"2271","1941","3"
"2272","1960","1"
"2289","1993","2"
"2290","1993","3"
"2291","1993","4"
"2292","1993","5"
"2293","1993","7"
"2294","1993","8"
"2295","2057","1"
"2296","2057","2"
"2297","2057","3"
"2298","2057","4"
"2299","2057","5"
"2300","2057","7"
"2301","2057","10"
"2302","2057","13"
"2303","2057","14"
"2304","2057","15"
"2305","2059","1"
"2306","2059","6"
"2307","2059","7"
"2308","2059","8"
"2309","2059","9"
"2310","2066","1"
"2311","2066","2"
"2312","2066","3"
"2313","2066","4"
"2314","2066","5"
"2315","2066","6"
"2316","2066","7"
"2317","2066","8"
"2318","2066","9"
"2319","2066","10"
"2320","2066","11"
"2321","2066","12"
"2322","2066","13"
"2323","2066","14"
"2324","2066","15"
"2325","2066","16"
"2327","2082","1"
"2328","2082","2"
"2329","2082","3"
"2330","2082","4"
"2331","2082","5"
"2332","2082","6"
"2333","2082","7"
"2334","2082","8"
"2335","2082","9"
"2336","2082","10"
"2337","2082","11"
"2338","2082","12"
"2339","2082","13"
"2340","2082","14"
"2341","2082","15"
"2342","2082","16"
"2343","2083","3"
"2344","2085","2"
"2345","2085","3"
"2346","2085","10"
"2347","2086","3"
"2348","2086","4"
"2349","2086","13"
"2350","2094","3"
"2351","2094","7"
"2352","2094","10"
"2353","2094","13"
"2354","2109","3"
"2355","2123","3"
"2356","2131","3"
"2357","2131","4"
"2358","2131","13"
"2359","2199","1"
"2360","2199","2"
"2361","2199","3"
"2362","2199","4"
"2363","2199","5"
"2364","2199","6"
"2365","2199","7"
"2366","2199","8"
"2367","2199","9"
"2368","2199","10"
"2369","2199","11"
"2370","2199","12"
"2371","2199","13"
"2372","2199","14"
"2373","2199","15"
"2374","2199","16"
"2375","2203","1"
"2376","2203","2"
"2377","2203","3"
"2378","2203","4"
"2379","2203","5"
"2380","2203","6"
"2381","2203","7"
"2382","2203","8"
"2383","2203","9"
"2384","2203","10"
"2385","2203","11"
"2386","2203","12"
"2387","2203","13"
"2388","2203","14"
"2389","2203","15"
"2391","2208","3"
"2392","2208","4"
"2393","2208","13"
"2394","2209","1"
"2395","2209","2"
"2396","2209","3"
"2397","2209","4"
"2398","2209","5"
"2399","2209","7"
"2400","2209","8"
"2401","2209","10"
"2402","2209","11"
"2403","2209","13"
"2404","2209","14"
"2405","2248","4"
"2406","2254","1"
"2407","2254","2"
"2408","2254","3"
"2409","2254","4"
"2410","2254","5"
"2411","2254","6"
"2412","2254","7"
"2413","2254","8"
"2414","2254","9"
"2415","2254","10"
"2416","2254","11"
"2417","2254","12"
"2418","2254","13"
"2419","2254","14"
"2420","2254","15"
"2421","2254","16"
"2422","2275","2"
"2423","2275","3"
"2424","2275","4"
"2425","2275","5"
"2426","2275","10"
"2427","2275","11"
"2428","2275","12"
"2429","2275","13"
"2430","2275","14"
"2431","2275","15"
"2432","2275","16"
"2433","2281","3"
"2434","2281","4"
"2435","2281","13"
"2436","2291","3"
"2439","2301","1"
"2440","2301","2"
"2441","2301","3"
"2442","2301","4"
"2443","2301","5"
"2444","2301","7"
"2445","2301","8"
"2446","2301","10"
"2447","2301","11"
"2448","2301","13"
"2449","2301","16"
"2450","2335","3"
"2451","2390","3"
"2452","2394","1"
"2453","2394","2"
"2454","2394","4"
"2455","2394","5"
"2456","2394","6"
"2457","2394","7"
"2458","2394","8"
"2459","2394","9"
"2460","2394","10"
"2461","2394","11"
"2462","2394","12"
"2463","2394","13"
"2464","2394","15"
"2465","2409","3"
"2466","2409","10"
"2467","2409","13"
"2468","2437","3"
"2469","2475","3"
"2470","2475","4"
"2471","2521","3"
"2472","2522","2"
"2473","2522","3"
"2474","2522","5"
"2475","2523","3"
"2492","2635","1"
"2493","2635","2"
"2494","2635","3"
"2495","2635","4"
"2496","2635","5"
"2497","2635","7"
"2498","2635","10"
"2499","2635","13"
"2500","2635","14"
"2501","2662","1"
"2502","2662","2"
"2503","2662","3"
"2504","2662","4"
"2505","2662","7"
"2506","2662","8"
"2507","2662","10"
"2508","2663","1"
"2509","2663","4"
"2510","2663","7"
"2511","2664","3"
"2512","2664","10"
"2513","2664","13"
"2514","2670","1"
"2515","2670","2"
"2516","2670","3"
"2517","2670","4"
"2518","2670","5"
"2519","2670","7"
"2520","2670","8"
"2521","2670","10"
"2522","2670","13"
"2523","2670","16"
"2524","2682","1"
"2525","2682","2"
"2526","2682","3"
"2527","2682","4"
"2528","2682","5"
"2529","2682","6"
"2530","2682","7"
"2531","2682","8"
"2532","2682","9"
"2533","2682","10"
"2534","2682","11"
"2535","2682","12"
"2536","2682","13"
"2537","2682","14"
"2538","2682","15"
"2539","2682","16"
"2540","2730","1"
"2541","2730","7"
"2542","2748","3"
"2543","2749","1"
"2544","2749","2"
"2545","2749","3"
"2546","2749","4"
"2547","2749","5"
"2548","2749","6"
"2549","2749","7"
"2550","2749","8"
"2551","2749","9"
"2552","2749","10"
"2553","2749","11"
"2554","2749","12"
"2555","2749","13"
"2556","2749","14"
"2557","2749","15"
"2558","2749","16"
"2559","2759","1"
"2560","2759","2"
"2561","2759","3"
"2562","2759","4"
"2563","2759","5"
"2564","2759","6"
"2565","2759","7"
"2566","2759","8"
"2567","2759","9"
"2568","2759","10"
"2569","2759","11"
"2570","2759","12"
"2571","2759","13"
"2572","2759","14"
"2573","2759","15"
"2574","2759","16"
"2575","2840","3"
"2576","2840","13"
"2577","2861","1"
"2578","2861","2"
"2579","2861","3"
"2580","2861","4"
"2581","2861","7"
"2582","2861","10"
"2583","2861","13"
"2584","2872","1"
"2585","2872","7"
"2586","2872","8"
"2587","2878","1"
"2588","2878","2"
"2589","2878","3"
"2590","2878","4"
"2591","2878","5"
"2592","2878","6"
"2593","2878","7"
"2594","2878","8"
"2595","2878","9"
"2596","2878","10"
"2597","2878","11"
"2598","2878","12"
"2599","2878","13"
"2600","2878","14"
"2601","2878","15"
"2602","2878","16"
"2603","2926","3"
"2604","2930","2"
"2605","2930","3"
"2606","2930","4"
"2607","2930","5"
"2608","2930","7"
"2609","2930","10"
"2610","2930","11"
"2611","2930","12"
"2612","2930","13"
"2613","2930","14"
"2614","2930","15"
"2615","2931","1"
"2616","2931","2"
"2617","2931","3"
"2618","2931","4"
"2619","2931","5"
"2620","2931","7"
"2621","2931","8"
"2622","2931","10"
"2623","2931","11"
"2624","2993","2"
"2625","2993","3"
"2626","2993","4"
"2627","2993","5"
"2628","2993","10"
"2629","2993","13"
"2630","3021","1"
"2631","3021","2"
"2632","3021","3"
"2633","3021","4"
